vehicle_id,bus_stop_name,expected_arrival,time_of_req,direction,arrived
20495_490001330N_2020-04-18_out_0,West Hampstead Station,2020-04-18 09:52:27,2020-04-18 09:48:56.406000,out,1
20492_490009232S_2020-04-18_in_0,Llanvanor Road,2020-04-18 09:48:50,2020-04-18 09:48:57.213000,in,1
20162_490010536K_2020-04-18_in_0,York House Place / Kensington High St,2020-04-18 09:49:44,2020-04-18 09:48:57.641000,in,1
20151_490012055N_2020-04-18_out_0,Sheffield Terrace,2020-04-18 09:50:06,2020-04-18 09:48:58.042000,out,1
20152_490004444N_2020-04-18_out_0,Hansel Road,2020-04-18 09:53:11,2020-04-18 09:48:58.869000,out,1
20163_490015243Y_2020-04-18_in_0,Kilburn High Rd Stn  / Cambridge Avenue,2020-04-18 09:51:02,2020-04-18 09:48:59.703000,in,1
20154_490011479S_2020-04-18_in_0,Redcliffe Square,2020-04-18 09:53:04,2020-04-18 09:51:11.312000,in,1
20165_490014404P_2020-04-18_out_0,Brunel Estate,2020-04-18 09:54:16,2020-04-18 09:51:11.718000,out,1
20495_490014431N_2020-04-18_out_0,West End Green,2020-04-18 09:53:35,2020-04-18 09:51:12.146000,out,1
20152_490000127KA_2020-04-18_out_0,Kilburn Park Station,2020-04-18 09:54:39,2020-04-18 09:51:12.585000,out,1
20492_490006951S_2020-04-18_in_0,Fortune Green,2020-04-18 09:54:11,2020-04-18 09:51:13.001000,in,1
20165_490000259B_2020-04-18_out_0,Westbourne Park Station,2020-04-18 09:54:09,2020-04-18 09:51:14.729000,out,1
20163_490004444S_2020-04-18_in_0,Cambridge Road,2020-04-18 09:53:31,2020-04-18 09:51:15.135000,in,1
20166_490012948S_2020-04-18_in_0,St Stephens Gardens,2020-04-18 09:52:59,2020-04-18 09:51:15.532000,in,1
20151_490000167G_2020-04-18_out_0,Notting Hill Gate Station,2020-04-18 09:51:38,2020-04-18 09:51:15.939000,out,1
20163_490012626S_2020-04-18_in_0,Carlton Vale,2020-04-18 09:52:24,2020-04-18 09:51:17.792000,in,1
20154_490G00064C_2020-04-18_in_0,Earls Court Station,2020-04-18 09:51:22,2020-04-18 09:51:18.204000,in,1
20152_490005186N2_2020-04-18_out_0,Chippenham Gardens,2020-04-18 09:51:40,2020-04-18 09:51:18.611000,out,1
20162_490011943S_2020-04-18_in_0,Pembroke Road,2020-04-18 09:54:54,2020-04-18 09:53:31.714000,in,1
20154_490015066S_2020-04-18_in_0,Edith Grove / King's Road,2020-04-18 09:54:43,2020-04-18 09:53:32.995000,in,1
20166_490005089D_2020-04-18_in_0,Pembridge Villas,2020-04-18 09:55:26,2020-04-18 09:53:33.827000,in,1
20163_490013297S2_2020-04-18_in_0,Chippenham Road / Shirland Road,2020-04-18 09:55:25,2020-04-18 09:53:34.252000,in,1
20165_490012948S_2020-04-18_out_0,St Stephens Gardens,2020-04-18 09:54:03,2020-04-18 09:53:35.090000,out,1
20155_490007055HL_2020-04-18_out_0,Fulham Road,2020-04-18 09:54:33,2020-04-18 09:53:36.027000,out,1
20495_490015362N_2020-04-18_out_0,Lyndale Avenue,2020-04-18 09:57:15,2020-04-18 09:48:56,out,1
20154_490005076E_2020-04-18_in_0,Hobury Street / Worlds End,2020-04-18 09:56:49,2020-04-18 09:48:58,in,1
20491_490007267GL_2020-04-18_in_0,Golders Green / Finchley Road,2020-04-18 09:58:57,2020-04-18 09:48:59,in,1
20162_490011479S_2020-04-18_in_0,Redcliffe Square,2020-04-18 09:58:57,2020-04-18 09:51:11,in,1
20152_490011375K_2020-04-18_out_0,Quex Road,2020-04-18 09:58:18,2020-04-18 09:51:13,out,1
20492_490006041D_2020-04-18_in_0,Dennington Park Road,2020-04-18 09:56:26,2020-04-18 09:51:16,in,1
20162_490G00064C_2020-04-18_in_0,Earls Court Station,2020-04-18 09:57:17,2020-04-18 09:51:18,in,1
20495_490006953N_2020-04-18_out_0,Finchley Road,2020-04-18 09:56:03,2020-04-18 09:51:19,out,1
20491_490015497GC_2020-04-18_in_0,Golders Green Station,2020-04-18 09:58:00,2020-04-18 09:53:30,in,1
20166_490000167K_2020-04-18_in_0,Palace Gardens Terr / Notting Hill Gte,2020-04-18 09:59:05,2020-04-18 09:53:32,in,1
20151_490012948S_2020-04-18_out_0,St Stephens Gardens,2020-04-18 09:58:23,2020-04-18 09:53:35,out,1
20155_490014554N_2020-04-18_out_0,Old Brompton Road,2020-04-18 09:56:51,2020-04-18 09:55:46,out,1
20162_490015228L_2020-04-18_in_0,Earls Court Road / Old Brompton Road,2020-04-18 09:58:33,2020-04-18 09:55:47,in,1
20162_490010187K_2020-04-18_in_0,Nevern Place,2020-04-18 09:56:44,2020-04-18 09:55:48,in,1
20152_490003068N_2020-04-18_out_0,West End Lane,2020-04-18 09:57:45,2020-04-18 09:55:49,out,1
20166_490005085S_2020-04-18_in_0,Chepstow Crescent,2020-04-18 09:56:20,2020-04-18 09:55:49,in,1
20152_490015362N_2020-04-18_out_0,Lyndale Avenue,2020-04-18 10:06:55,2020-04-18 10:01:11,out,1
20491_490009232S_2020-04-18_in_0,Llanvanor Road,2020-04-18 10:00:33,2020-04-18 09:48:57,in,1
20166_490010536K_2020-04-18_in_0,York House Place / Kensington High St,2020-04-18 10:03:49,2020-04-18 09:48:57,in,1
20162_490005076E_2020-04-18_in_0,Hobury Street / Worlds End,2020-04-18 10:04:20,2020-04-18 10:01:13,in,1
20165_490004444N_2020-04-18_out_0,Hansel Road,2020-04-18 10:04:02,2020-04-18 10:01:13,out,1
20151_490004444N_2020-04-18_out_0,Hansel Road,2020-04-18 10:06:15,2020-04-18 10:01:13,out,1
20492_490015243Y_2020-04-18_in_0,Kilburn High Rd Stn  / Cambridge Avenue,2020-04-18 10:02:40,2020-04-18 10:01:14,in,1
20151_490014404P_2020-04-18_out_0,Brunel Estate,2020-04-18 09:59:12,2020-04-18 09:51:11,out,1
20152_490014431N_2020-04-18_out_0,West End Green,2020-04-18 10:02:47,2020-04-18 10:01:16,out,1
20165_490000127KA_2020-04-18_out_0,Kilburn Park Station,2020-04-18 10:06:40,2020-04-18 10:01:17,out,1
20491_490006951S_2020-04-18_in_0,Fortune Green,2020-04-18 10:02:54,2020-04-18 10:01:17,in,1
20492_490011375K_2020-04-18_in_0,Quex Road,2020-04-18 09:59:40,2020-04-18 09:51:13,in,1
20163_490000259B_2020-04-18_in_0,Westbourne Park Station,2020-04-18 10:01:52,2020-04-18 09:51:14,in,1
20151_490000259B_2020-04-18_out_0,Westbourne Park Station,2020-04-18 09:59:44,2020-04-18 09:51:14,out,1
20492_490004444S_2020-04-18_in_0,Cambridge Road,2020-04-18 10:06:45,2020-04-18 10:01:19,in,1
20163_490012948S_2020-04-18_in_0,St Stephens Gardens,2020-04-18 10:00:59,2020-04-18 10:01:20,in,1
20491_490006041D_2020-04-18_in_0,Dennington Park Road,2020-04-18 10:05:04,2020-04-18 10:01:21,in,1
20165_490006473N_2020-04-18_out_0,Elgin Avenue / Chippenham Road,2020-04-18 10:01:40,2020-04-18 10:01:22,out,1
20151_490006473N_2020-04-18_out_0,Elgin Avenue / Chippenham Road,2020-04-18 10:03:47,2020-04-18 10:01:22,out,1
20492_490012626S_2020-04-18_in_0,Carlton Vale,2020-04-18 10:04:39,2020-04-18 10:01:22,in,1
20165_490005186N2_2020-04-18_out_0,Chippenham Gardens,2020-04-18 10:03:50,2020-04-18 10:01:23,out,1
20151_490005186N2_2020-04-18_out_0,Chippenham Gardens,2020-04-18 10:05:34,2020-04-18 10:01:23,out,1
20166_490012055N_2020-04-18_in_0,Sheffield Terrace,2020-04-18 09:59:56,2020-04-18 09:53:30,in,1
20155_490014257E_2020-04-18_out_0,West Cromwell Road,2020-04-18 09:59:40,2020-04-18 09:53:31,out,1
20161_490014257E_2020-04-18_out_0,West Cromwell Road,2020-04-18 10:05:23,2020-04-18 10:01:25,out,1
20166_490011943S_2020-04-18_in_0,Pembroke Road,2020-04-18 10:05:43,2020-04-18 10:01:26,in,1
20162_490015066S_2020-04-18_in_0,Edith Grove / King's Road,2020-04-18 10:02:36,2020-04-18 10:01:27,in,1
20163_490007861K_2020-04-18_in_0,Great Western Road / Harrow Road,2020-04-18 10:00:11,2020-04-18 09:53:33,in,1
20163_490005089D_2020-04-18_in_0,Pembridge Villas,2020-04-18 10:03:41,2020-04-18 10:01:28,in,1
20155_490011943S_2020-04-18_out_0,Pembroke Road,2020-04-18 10:01:34,2020-04-18 10:01:29,out,1
20161_490011943S_2020-04-18_out_0,Pembroke Road,2020-04-18 10:06:08,2020-04-18 10:01:29,out,1
20165_490013297S2_2020-04-18_out_0,Chippenham Road / Shirland Road,2020-04-18 10:03:08,2020-04-18 10:01:30,out,1
20151_490013297S2_2020-04-18_out_0,Chippenham Road / Shirland Road,2020-04-18 10:05:29,2020-04-18 10:01:30,out,1
20161_490007055HL_2020-04-18_out_0,Fulham Road,2020-04-18 10:02:15,2020-04-18 09:53:36,out,1
20152_490006041D_2020-04-18_out_0,Dennington Park Road,2020-04-18 10:02:00,2020-04-18 09:55:45,out,1
20166_490010984T_2020-04-18_in_0,Phillimore Gardens,2020-04-18 10:03:38,2020-04-18 10:01:31,in,1
20166_490000110E_2020-04-18_in_0,High Street Kensington Station,2020-04-18 10:02:19,2020-04-18 10:01:32,in,1
20161_490014554N_2020-04-18_out_0,Old Brompton Road,2020-04-18 10:02:40,2020-04-18 09:55:46,out,1
20165_490012626N_2020-04-18_out_0,Rudolph Road,2020-04-18 10:05:07,2020-04-18 10:01:33,out,1
20491_490014468S_2020-04-18_in_0,West Hampstead Police Station,2020-04-18 10:03:14,2020-04-18 10:01:34,in,1
20163_490005085S_2020-04-18_in_0,Chepstow Crescent,2020-04-18 10:04:33,2020-04-18 10:01:36,in,1
20491_490005160S2_2020-04-18_in_0,Childs Hill / Cricklewood Lane,2020-04-18 10:01:38,2020-04-18 09:55:50,in,1
20163_490008697N_2020-04-18_in_0,Shrewsbury Road / Brunel Estate,2020-04-18 10:00:12,2020-04-18 10:00:11,in,1
20155_490000110E_2020-04-18_out_0,High Street Kensington Station,2020-04-18 10:05:39,2020-04-18 10:01:39,out,1
20163_490000167G_2020-04-18_in_0,Notting Hill Gate Station,2020-04-18 10:06:29,2020-04-18 10:00:12,in,1
