vehicle_id,bus_stop_name,expected_arrival,time_of_req,direction,arrived
15454_490019703E_2020-04-15_out_0,Aldwych / Drury Lane,2020-04-15 05:25:29,2020-04-15 05:25:22,out,1
14511_490000119T_2020-04-15_out_0,Hyde Park Corner Station,2020-04-15 05:52:12,2020-04-15 05:51:56,out,1
15454_490007705F_2020-04-15_in_0,Hammersmith Bus Station,2020-04-15 06:04:48,2020-04-15 06:04:20,in,1
14511_490013766H_2020-04-15_in_0,Charing Cross Station,2020-04-15 06:17:17,2020-04-15 06:17:04,in,1
15454_490010728E_2020-04-15_out_0,Palace Gate,2020-04-15 06:27:37,2020-04-15 06:26:17,out,1
15454_490005528Y_2020-04-15_out_0,The Design Museum,2020-04-15 06:24:32,2020-04-15 06:23:20,out,1
14552_490G00011761_2020-04-15_out_0,Kensington Palace,2020-04-15 06:40:54,2020-04-15 06:39:00,out,1
14552_490011198W_2020-04-15_out_0,Prince Of Wales Gate,2020-04-15 06:43:53,2020-04-15 06:39:06,out,1
15556_490000119T_2020-04-15_in_0,Hyde Park Corner Station,2020-04-15 06:56:10,2020-04-15 06:51:07,in,1
15454_490011938U_2020-04-15_in_1,Savoy Street,2020-04-15 07:03:05,2020-04-15 06:39:01,in,1
15448_490006691W_2020-04-15_in_0,Exhibition Road,2020-04-15 07:05:25,2020-04-15 06:38:54,in,1
15454_490G00007492_2020-04-15_in_1,Green Park / Constitution Hill,2020-04-15 07:10:33,2020-04-15 07:10:22,in,1
14558_490008287E_2020-04-15_out_0,Holland Road,2020-04-15 07:15:22,2020-04-15 07:13:58,out,1
14552_490000179B_2020-04-15_in_0,Piccadilly Circus,2020-04-15 07:20:07,2020-04-15 07:19:56,in,1
14511_490G00012247_2020-04-15_out_1,Southampton Street / Covent Garden,2020-04-15 07:22:55,2020-04-15 07:22:47,out,1
14576_490019703E_2020-04-15_out_0,Aldwych / Drury Lane,2020-04-15 07:28:04,2020-04-15 07:27:08,out,1
14558_490013767S_2020-04-15_out_0,Trafalgar Square,2020-04-15 07:33:49,2020-04-15 07:24:31,out,1
15460_490010728E_2020-04-15_in_0,Palace Gate,2020-04-15 07:37:38,2020-04-15 07:37:27,in,1
15460_490010357F_2020-04-15_in_0,North End Road,2020-04-15 07:44:34,2020-04-15 07:44:28,in,1
14511_490000179B_2020-04-15_in_1,Piccadilly Circus,2020-04-15 07:45:41,2020-04-15 07:43:16,in,1
14576_490013766H_2020-04-15_in_0,Charing Cross Station,2020-04-15 07:49:35,2020-04-15 07:49:51,in,1
15457_490010984T_2020-04-15_in_0,Phillimore Gardens,2020-04-15 07:52:23,2020-04-15 07:51:01,in,1
15448_490013766E_2020-04-15_out_1,Charing Cross Stn / Trafalgar Square,2020-04-15 07:57:12,2020-04-15 07:55:18,out,1
