arrived,bus_stop_name,expected_arrival,vehicle_id,time_of_req,direction
True,Herne Hill Station,2020-04-06 04:43:12,9283_490001149L_2020-04-06_in_0,2020-04-06 04:36:52,in
True,Herndon Road,2020-04-05 18:18:28,8550_490008093W_2020-04-05_out_2,2020-04-05 17:56:49,out
True,Armoury Way,2020-04-06 05:52:20,8991_490003383E_2020-04-06_in_0,2020-04-06 05:51:18,in
True,Bedford Road,2020-04-05 18:24:14,9370_490G00003796_2020-04-05_out_1,2020-04-05 17:56:47,out
True,St Matthew's Church,2020-04-06 02:53:21,9427_4900019343S_2020-04-06_in_0,2020-04-06 02:30:54,in
True,Eccles Road,2020-04-05 15:04:11,8445_490006403E_2020-04-05_in_0,2020-04-05 15:00:45,in
True,Oakhurst Grove,2020-04-05 16:23:24,9647_490010490W_2020-04-05_in_0,2020-04-05 16:23:19,in
True,Herne Hill,2020-04-06 07:45:36,8548_490015247D_2020-04-06_out_0,2020-04-06 07:26:33,out
True,Lytton Grove,2020-04-05 17:56:22,9442_490012340N_2020-04-05_out_1,2020-04-05 17:56:47,out
True,Armoury Way,2020-04-05 16:40:54,9370_490003383E_2020-04-05_in_0,2020-04-05 16:22:47,in
True,Putney Heath / Green Man,2020-04-06 05:40:19,8991_490011285E2_2020-04-06_in_0,2020-04-06 05:39:15,in
True,Peckham Bus Station,2020-04-06 05:24:40,8548_490010877W_2020-04-06_in_0,2020-04-06 05:20:17,in
True,St Matthews Estate,2020-04-05 16:40:47,8445_490012810N_2020-04-05_out_0,2020-04-05 16:22:49,out
True,Herne Hill,2020-04-06 02:11:46,9536_490015247D_2020-04-06_out_0,2020-04-06 01:42:53,out
True,Clapham Junction / The Northcote,2020-04-05 18:11:09,8550_490005333V_2020-04-05_out_1,2020-04-05 17:56:47,out
True,Beckwith Road,2020-04-06 06:15:16,8991_490003757W_2020-04-06_in_0,2020-04-06 05:51:21,in
True,Wandsworth Police Station,2020-04-05 15:51:55,9370_490014189Y_2020-04-05_out_0,2020-04-05 15:42:46,out
True,Galveston Road,2020-04-06 02:04:16,9221_490012985E_2020-04-06_in_0,2020-04-06 01:37:24,in
True,Peckham Rye / Nunhead Lane,2020-04-06 05:42:52,8548_490010886A_2020-04-06_out_0,2020-04-06 05:39:13,out
True,Morval Road,2020-04-05 18:17:53,9370_490G00005847_2020-04-05_out_2,2020-04-05 17:56:48,out
True,Putney Hill / Green Man,2020-04-05 18:21:45,9442_490011285N_2020-04-05_in_1,2020-04-05 17:56:46,in
True,Clapham Junction Station,2020-04-05 18:26:19,9532_490001069M_2020-04-05_out_1,2020-04-05 17:56:46,out
True,East Dulwich Road / Peckham Rye,2020-04-06 05:51:47,9370_490008807W_2020-04-06_in_0,2020-04-06 05:51:20,in
True,Morval Road,2020-04-06 04:52:23,8548_490G00005847_2020-04-06_in_0,2020-04-06 04:30:08,in
True,Galveston Road,2020-04-06 07:36:23,9281_490012985E_2020-04-06_in_1,2020-04-06 07:26:33,in
True,Cedars Road,2020-04-06 01:52:33,9427_490004913E_2020-04-06_out_0,2020-04-06 01:51:54,out
True,Oakhurst Grove,2020-04-06 05:44:44,8548_490010490W_2020-04-06_out_0,2020-04-06 05:39:11,out
True,Brockwell Lido,2020-04-05 18:26:00,9283_490004402W_2020-04-05_out_2,2020-04-05 17:56:47,out
True,Tessa Jowell Health Centre,2020-04-06 05:00:14,8548_490006334E_2020-04-06_in_0,2020-04-06 04:30:37,in
True,Herndon Road,2020-04-05 18:18:28,8550_490008093W_2020-04-05_out_1,2020-04-05 17:56:49,out
True,Putney Hill / Green Man,2020-04-06 05:16:01,9370_490011285N_2020-04-06_in_0,2020-04-06 05:14:54,in
True,Lytton Grove,2020-04-06 01:37:30,9221_490012340N_2020-04-06_out_0,2020-04-06 01:33:53,out
True,Eccles Road,2020-04-05 18:23:49,9532_490006403E_2020-04-05_out_2,2020-04-05 17:56:47,out
True,Peckham Rye Station,2020-04-05 15:20:18,9283_490001223U_2020-04-05_out_0,2020-04-05 15:18:47,out
True,Wandsworth Police Station,2020-04-05 18:08:01,8348_490014189Y_2020-04-05_out_2,2020-04-05 17:59:18,out
True,Long Road / Clapham Common,2020-04-05 15:58:10,9647_490015236M_2020-04-05_in_0,2020-04-05 15:54:50,in
True,Herne Hill Station,2020-04-06 01:43:06,9427_490001149L_2020-04-06_out_0,2020-04-06 01:42:53,out
True,Clapham Common Station,2020-04-05 15:48:07,9283_490000050E_2020-04-05_out_0,2020-04-05 15:41:19,out
True,Peckham Rye Station,2020-04-05 15:54:49,8346_490001223U_2020-04-05_out_0,2020-04-05 15:54:49,out
True,Ruskin Walk,2020-04-05 15:06:36,9532_490011810E_2020-04-05_out_0,2020-04-05 14:59:17,out
True,Manfred Road,2020-04-06 05:03:35,8885_490009543E_2020-04-06_in_0,2020-04-06 04:36:50,in
True,Park Hill,2020-04-06 06:13:57,8885_490010776E_2020-04-06_out_0,2020-04-06 05:51:18,out
True,Eccles Road,2020-04-05 15:41:08,9370_490006403E_2020-04-05_out_0,2020-04-05 15:40:48,out
True,Forthbridge Road,2020-04-05 14:55:46,8348_490006945N_2020-04-05_out_0,2020-04-05 14:54:48,out
True,Brixton Water Lane,2020-04-05 18:18:05,9370_490015275W_2020-04-05_out_2,2020-04-05 17:49:16,out
True,Morval Road,2020-04-05 18:23:05,8445_490G00005847_2020-04-05_in_1,2020-04-05 17:56:48,in
True,Solon Road,2020-04-05 15:43:42,9283_490012222W_2020-04-05_out_0,2020-04-05 15:43:17,out
True,Lytton Grove,2020-04-05 15:00:26,9647_490012340N_2020-04-05_out_0,2020-04-05 14:59:18,out
True,Galveston Road,2020-04-05 16:38:55,9370_490012985E_2020-04-05_in_0,2020-04-05 16:22:48,in
True,Chaucer Road / Effra Parade,2020-04-05 16:04:54,9801_490005054N_2020-04-05_out_0,2020-04-05 16:02:49,out
True,Eccles Road,2020-04-05 18:26:55,9285_490006403E_2020-04-05_in_1,2020-04-05 17:57:17,in
