vehicle_id,bus_stop_name,expected_arrival,time_of_req,direction,arrived
7439_490009159S_2020-04-16_in_0,Limehouse Police Station,2020-04-16 12:30:15,2020-04-16 12:30:13,in,1
5494_490003602N_2020-04-16_in_0,Barkantine Clinic / Hutchings Street,2020-04-16 12:30:12,2020-04-16 12:30:18,in,1
7440_490012462N_2020-04-16_out_0,St Thomas's Square,2020-04-16 12:30:31,2020-04-16 12:30:39,out,1
7442_490005945G_2020-04-16_out_0,Dalston Junction Station,2020-04-16 12:31:51,2020-04-16 12:30:00,out,1
7439_490000038J_2020-04-16_in_0,Canada Square South,2020-04-16 12:34:26,2020-04-16 12:34:32,in,1
7441_490000038J_2020-04-16_out_0,Canada Square South,2020-04-16 12:33:54,2020-04-16 12:30:04,out,1
7441_490014483E_2020-04-16_out_0,West India Avenue,2020-04-16 12:34:39,2020-04-16 12:34:34,out,1
7277_490007774N_2020-04-16_out_0,Harbinger School / Masthouse Ter. Pier,2020-04-16 12:35:47,2020-04-16 12:34:36,out,1
6890_490007626B_2020-04-16_in_0,Hackney Town Hall,2020-04-16 12:30:49,2020-04-16 12:30:15,in,1
7439_490000038F_2020-04-16_in_0,Canary Wharf Station,2020-04-16 12:35:01,2020-04-16 12:35:17,in,1
7441_490000038F_2020-04-16_out_0,Canary Wharf Station,2020-04-16 12:34:33,2020-04-16 12:30:48,out,1
5494_490G00006092_2020-04-16_in_0,Arnhem Wharf Primary School,2020-04-16 12:31:59,2020-04-16 12:30:20,in,1
6890_490009645W_2020-04-16_in_0,Shore Road,2020-04-16 12:34:07,2020-04-16 12:30:20,in,1
6896_490005945G_2020-04-16_in_0,Dalston Junction Station,2020-04-16 12:31:10,2020-04-16 12:30:22,in,1
7439_490002083A_2020-04-16_in_0,Westferry Station,2020-04-16 12:32:05,2020-04-16 12:30:23,in,1
6143_490G00003783_2020-04-16_in_0,Mile End Park Leisure Centre,2020-04-16 12:35:26,2020-04-16 12:34:49,in,1
7277_490008507N2_2020-04-16_out_0,Crossharbour Asda,2020-04-16 12:33:00,2020-04-16 12:30:25,out,1
6890_490007535S_2020-04-16_in_0,Church Crescent,2020-04-16 12:35:48,2020-04-16 12:34:51,in,1
6893_490006025N_2020-04-16_out_0,Victoria Park,2020-04-16 12:30:57,2020-04-16 12:30:27,out,1
6896_490005945K_2020-04-16_in_0,Dalston Lane / Dalston Junction Stn,2020-04-16 12:32:17,2020-04-16 12:30:30,in,1
6140_490011031S_2020-04-16_out_0,Pixley Street,2020-04-16 12:33:14,2020-04-16 12:30:32,out,1
5494_490G00013564_2020-04-16_in_0,Maconochies Road,2020-04-16 12:33:49,2020-04-16 12:30:33,in,1
6140_490004584N_2020-04-16_out_0,East India Dock Road,2020-04-16 12:32:21,2020-04-16 12:30:36,out,1
6143_490G00006614_2020-04-16_in_0,Eric Street,2020-04-16 12:35:04,2020-04-16 12:35:02,in,1
6140_490012881S_2020-04-16_out_0,St Paul's Way,2020-04-16 12:35:06,2020-04-16 12:35:03,out,1
7440_490010161E_2020-04-16_out_0,Royal Oak Road,2020-04-16 12:35:18,2020-04-16 12:35:04,out,1
7442_490006929D_2020-04-16_out_0,Forest Road,2020-04-16 12:33:08,2020-04-16 12:30:40,out,1
7277_490002061N_2020-04-16_out_0,Mudchute Station,2020-04-16 12:33:28,2020-04-16 12:30:42,out,1
6143_490000146B_2020-04-16_in_0,Mile End Station,2020-04-16 12:33:24,2020-04-16 12:30:43,in,1
5494_490008757S_2020-04-16_in_0,Crews Street / The Space Theatre,2020-04-16 12:32:13,2020-04-16 12:30:44,in,1
7440_490007626B_2020-04-16_out_0,Hackney Town Hall,2020-04-16 12:32:05,2020-04-16 12:30:44,out,1
7441_490014457B_2020-04-16_out_0,Westferry Circus / Canary Wharf Pier,2020-04-16 12:35:20,2020-04-16 12:35:14,out,1
5494_490G00012438_2020-04-16_in_0,St Edmund's School,2020-04-16 12:32:31,2020-04-16 12:30:50,in,1
6143_490015151H_2020-04-16_in_0,Mile End Station / Bow Road,2020-04-16 12:30:51,2020-04-16 12:30:55,in,1
5494_490G00012181_2020-04-16_in_0,Sir John Mcdougal Gardens,2020-04-16 12:31:20,2020-04-16 12:30:56,in,1
7440_490010160E1_2020-04-16_out_0,Greenwood Road,2020-04-16 12:35:55,2020-04-16 12:35:30,out,1
6890_490G00014374_2020-04-16_in_0,Terrace Road,2020-04-16 12:35:35,2020-04-16 12:35:32,in,1
7277_490G000668_2020-04-16_out_0,Millwall Park,2020-04-16 12:34:30,2020-04-16 12:31:00,out,1
5494_490007774N_2020-04-16_in_0,Harbinger School / Masthouse Ter. Pier,2020-04-16 12:33:27,2020-04-16 12:31:00,in,1
7440_490009644E_2020-04-16_out_0,Graham Road / Hackney Central,2020-04-16 12:33:17,2020-04-16 12:31:03,out,1
6890_490008277W_2020-04-16_in_0,Holcroft Road,2020-04-16 12:34:49,2020-04-16 12:35:17,in,1
6893_490011823S_2020-04-16_out_0,Victoria Park Road,2020-04-16 12:32:57,2020-04-16 12:31:04,out,1
5494_490006345E_2020-04-16_in_0,East Ferry Road,2020-04-16 12:34:20,2020-04-16 12:31:07,in,1
7277_490013550W_2020-04-16_out_0,Langbourne Place,2020-04-16 12:35:36,2020-04-16 12:31:07,out,1
6140_490013846N_2020-04-16_out_0,Ackroyd Drive,2020-04-16 12:35:52,2020-04-16 12:35:43,out,1
5494_490002061B_2020-04-16_in_0,Mudchute Station  / Spindrift Ave,2020-04-16 12:35:51,2020-04-16 12:35:44,in,1
6896_490010161E_2020-04-16_in_0,Royal Oak Road,2020-04-16 12:37:26,2020-04-16 12:34:28,in,1
7440_490005945G_2020-04-16_out_0,Dalston Junction Station,2020-04-16 12:39:11,2020-04-16 12:39:18,out,1
6140_490000146B_2020-04-16_out_0,Mile End Station,2020-04-16 12:36:48,2020-04-16 12:34:30,out,1
6893_490009645W_2020-04-16_out_0,Shore Road,2020-04-16 12:39:05,2020-04-16 12:34:33,out,1
7277_490003602N_2020-04-16_out_0,Barkantine Clinic / Hutchings Street,2020-04-16 12:39:19,2020-04-16 12:34:34,out,1
6896_490009644G_2020-04-16_in_0,Hackney Central / Mare Street,2020-04-16 12:37:51,2020-04-16 12:34:35,in,1
6893_490014373LC_2020-04-16_out_0,Mare Street / Well Street,2020-04-16 12:39:57,2020-04-16 12:39:27,out,1
6143_490009159S_2020-04-16_in_0,Limehouse Police Station,2020-04-16 12:38:59,2020-04-16 12:34:38,in,1
5494_490002061N_2020-04-16_in_0,Mudchute Station,2020-04-16 12:36:25,2020-04-16 12:34:38,in,1
