arrived,bus_stop_name,expected_arrival,vehicle_id,time_of_req,direction
True,Silverthorne Road,2020-04-01 20:48:48,20279_490012162E_2020-04-01_out_0,2020-04-01 20:45:13,out
True,Knightsbridge Station  / Harrods,2020-04-02 05:01:49,20212_490000130KE_2020-04-02_out_0,2020-04-02 04:42:42,out
True,Ladbroke Road,2020-04-01 09:57:41,20198_490000167A_2020-04-01_out_0,2020-04-01 09:52:33,out
True,Notting Hill Gate Station,2020-04-02 08:24:26,20312_490000167G_2020-04-02_out_1,2020-04-02 08:22:43,out
True,Silverthorne Road,2020-03-11 09:52:37,20191_490012162E_2020-03-11_out_0,2020-03-11 09:52:12,out
True,Pont Street,2020-04-01 17:45:29,20283_490011097S_2020-04-01_out_2,2020-04-01 17:38:42,out
True,Knightsbridge Station,2020-03-30 05:43:05,20278_490G00130K1_2020-03-30_out_0,2020-03-30 05:20:12,out
True,Kensington Church Street / Holland St,2020-04-01 18:31:33,20212_490008288H_2020-04-01_out_2,2020-04-01 18:24:12,out
True,Notting Hill Gate Station,2020-03-11 14:27:25,20190_490000167G_2020-03-11_out_0,2020-03-11 14:27:10,out
True,Battersea Park Station,2020-04-01 10:27:00,20271_490G01016A_2020-04-01_in_0,2020-04-01 10:26:42,in
True,Cedars Road,2020-04-02 07:36:03,20276_490011360W_2020-04-02_out_2,2020-04-02 07:34:44,out
True,Kilburn Lane / Harrow Road,2020-03-19 10:32:23,20190_490007860N_2020-03-19_out_0,2020-03-19 10:31:09,out
True,Kensal House,2020-04-01 20:28:33,20281_490004737S_2020-04-01_in_4,2020-04-01 20:24:12,in
True,Ladbroke Grove Station,2020-04-01 16:07:45,20283_490000131A_2020-04-01_in_1,2020-04-01 16:07:10,in
True,Sopwith Way,2020-03-10 10:00:51,20191_490G00012235_2020-03-10_in_0,2020-03-10 09:56:47,in
True,Ladbroke Grove Sainsbury's,2020-03-31 08:33:03,20285_490008897T_2020-03-31_in_1,2020-03-31 08:08:10,in
True,Queenstown Road / Wandsworth Road,2020-03-30 06:45:40,20203_490014192N2_2020-03-30_out_0,2020-03-30 06:45:40,out
True,Notting Hill Gate Station,2020-04-02 07:25:24,20196_490000167G_2020-04-02_out_1,2020-04-02 07:20:43,out
True,Sheffield Terrace,2020-03-10 10:10:28,20203_490012055N_2020-03-10_in_0,2020-03-10 10:09:23,in
True,Chesterton Road,2020-04-01 21:52:31,20271_490005139C_2020-04-01_in_5,2020-04-01 21:51:42,in
True,Silverthorne Road,2020-04-01 12:26:55,20195_490012162E_2020-04-01_out_0,2020-04-01 12:26:13,out
True,Sloane Street / Knightsbridge Station,2020-03-25 15:10:56,20283_490000130K2_2020-03-25_in_0,2020-03-25 15:10:51,in
True,Queen's Gate,2020-04-01 12:55:19,20315_490011334E1_2020-04-01_in_0,2020-04-01 12:55:11,in
True,Battersea Park / Chelsea Gate,2020-04-01 11:20:46,20195_490005064N_2020-04-01_in_0,2020-04-01 11:08:10,in
True,Battersea Park Station,2020-04-01 09:53:39,20196_490G01016A_2020-04-01_in_0,2020-04-01 09:53:03,in
True,Ladbroke Grove Station,2020-04-01 14:50:43,20315_490000131A_2020-04-01_out_1,2020-04-01 14:21:06,out
True,Queen's Gate,2020-04-01 15:34:33,20271_490011334E1_2020-04-01_in_1,2020-04-01 15:34:12,in
True,Wandsworth Road Station,2020-04-01 12:21:29,20195_490010921S_2020-04-01_out_0,2020-04-01 12:20:09,out
True,Queenstown Road Station,2020-04-02 08:19:49,20193_490001234S_2020-04-02_out_2,2020-04-02 08:17:16,out
True,Royal Hospital Road,2020-03-31 07:30:21,20276_490011763N_2020-03-31_out_0,2020-03-31 07:20:41,out
True,Barlby Road,2020-03-25 15:34:35,20281_490003619M_2020-03-25_out_0,2020-03-25 15:34:43,out
True,Sopwith Way,2020-03-27 08:30:13,20276_490G00012235_2020-03-27_out_0,2020-03-27 08:17:11,out
True,Vauxhall Bus Station,2020-03-30 05:52:51,20191_490000247G1_2020-03-30_in_0,2020-03-30 05:28:43,in
True,Larkhall Park,2020-03-03 14:35:43,20311_490008978N1_2020-03-03_out_0,2020-03-03 14:34:33,out
True,Prairie Street,2020-03-27 08:27:02,20276_490011163S_2020-03-27_out_0,2020-03-27 08:17:12,out
True,Lister Hospital,2020-03-18 18:10:31,20195_490009205N_2020-03-18_out_0,2020-03-18 18:07:11,out
True,Banister Road,2020-03-11 15:00:57,20310_490003583S_2020-03-11_in_0,2020-03-11 14:45:13,in
True,Larkhall Park,2020-04-01 11:39:03,20202_490008978N1_2020-04-01_out_0,2020-04-01 11:34:11,out
True,Chesterton Road,2020-03-02 12:02:13,20195_490005139C_2020-03-02_out_0,2020-03-02 11:57:24,out
True,Stanley Gardens,2020-03-18 16:37:50,20313_490012550N_2020-03-18_out_0,2020-03-18 16:36:23,out
True,St Charles Square,2020-04-01 17:03:08,20281_490008898F_2020-04-01_out_2,2020-04-01 17:01:10,out
