vehicle_id,bus_stop_name,expected_arrival,time_of_req,direction,arrived
20155_490013297S2_2020-04-23_out_0,Chippenham Road / Shirland Road,2020-04-23 04:49:37,2020-04-23 04:49:11,out,1
20154_490005089D_2020-04-23_in_0,Pembridge Villas,2020-04-23 04:49:28,2020-04-23 04:49:10,in,1
20154_490014402Z_2020-04-23_in_0,Westbourne Grove,2020-04-23 04:49:06,2020-04-23 04:49:12,in,1
20165_490000127KA_2020-04-23_in_0,Kilburn Park Station,2020-04-23 04:49:18,2020-04-23 04:49:23,in,1
20162_490012055N_2020-04-23_out_0,Sheffield Terrace,2020-04-23 04:48:58,2020-04-23 04:48:53,out,1
20494_490007608N_2020-04-23_out_0,Gunter Grove,2020-04-23 04:50:50,2020-04-23 04:49:25,out,1
20155_490004444N_2020-04-23_out_0,Hansel Road,2020-04-23 04:50:13,2020-04-23 04:50:31,out,1
20494_490011480N_2020-04-23_out_0,Redcliffe Street,2020-04-23 04:51:21,2020-04-23 04:51:09,out,1
20162_490000167G_2020-04-23_out_0,Notting Hill Gate Station,2020-04-23 04:50:12,2020-04-23 04:49:01,out,1
20155_490005186N2_2020-04-23_out_0,Chippenham Gardens,2020-04-23 04:50:09,2020-04-23 04:49:04,out,1
20162_490015039B_2020-04-23_out_0,Notting Hill Gate Stn  / Pembridge Rd,2020-04-23 04:51:10,2020-04-23 04:49:19,out,1
20157_490007267GL_2020-04-23_in_0,Golders Green / Finchley Road,2020-04-23 04:50:44,2020-04-23 04:48:54,in,1
20494_490005076W_2020-04-23_out_0,Edith Grove / Worlds End,2020-04-23 04:50:10,2020-04-23 04:49:35,out,1
20494_490007055HL_2020-04-23_out_0,Fulham Road,2020-04-23 04:50:39,2020-04-23 04:50:48,out,1
20154_490000167G_2020-04-23_in_0,Notting Hill Gate Station,2020-04-23 04:51:11,2020-04-23 04:49:22,in,1
20155_490012626N_2020-04-23_out_0,Rudolph Road,2020-04-23 04:51:06,2020-04-23 04:50:51,out,1
20154_490005085S_2020-04-23_in_0,Chepstow Crescent,2020-04-23 04:50:04,2020-04-23 04:49:18,in,1
20165_490004444S_2020-04-23_in_0,Cambridge Road,2020-04-23 04:50:52,2020-04-23 04:49:00,in,1
20165_490012626S_2020-04-23_in_0,Carlton Vale,2020-04-23 04:50:13,2020-04-23 04:49:03,in,1
20157_490015497GC_2020-04-23_in_0,Golders Green Station,2020-04-23 04:50:25,2020-04-23 04:49:06,in,1
20494_490G00064C_2020-04-23_out_0,Earls Court Station,2020-04-23 04:53:00,2020-04-23 04:51:13,out,1
20155_490008710P_2020-04-23_out_0,Kilburn High Road,2020-04-23 04:52:55,2020-04-23 04:52:42,out,1
20162_490005089E_2020-04-23_out_0,Pembridge Villas / Westbourne Grove,2020-04-23 04:52:11,2020-04-23 04:51:16,out,1
20162_490005085S_2020-04-23_out_0,Chepstow Crescent,2020-04-23 04:51:54,2020-04-23 04:51:06,out,1
20157_490009232S_2020-04-23_in_0,Llanvanor Road,2020-04-23 04:52:41,2020-04-23 04:52:03,in,1
20165_490013297S2_2020-04-23_in_0,Chippenham Road / Shirland Road,2020-04-23 04:51:59,2020-04-23 04:49:10,in,1
20165_490005186S1_2020-04-23_in_0,Shirland Road,2020-04-23 04:51:36,2020-04-23 04:49:26,in,1
20494_490010529B_2020-04-23_out_0,Earls Court Square,2020-04-23 04:52:36,2020-04-23 04:52:41,out,1
20155_490015243Y_2020-04-23_out_0,Kilburn High Rd Stn  / Cambridge Avenue,2020-04-23 04:51:46,2020-04-23 04:51:08,out,1
20169_490005087W_2020-04-23_in_0,Chelsea Worlds End,2020-04-23 04:51:52,2020-04-23 04:49:19,in,1
20165_490006473N_2020-04-23_in_0,Elgin Avenue / Chippenham Road,2020-04-23 04:52:30,2020-04-23 04:52:44,in,1
20155_490000127KA_2020-04-23_out_0,Kilburn Park Station,2020-04-23 04:52:08,2020-04-23 04:48:57,out,1
20154_490000167K_2020-04-23_in_0,Palace Gardens Terr / Notting Hill Gte,2020-04-23 04:52:16,2020-04-23 04:52:18,in,1
20494_490014554N_2020-04-23_out_0,Old Brompton Road,2020-04-23 04:52:12,2020-04-23 04:52:25,out,1
20157_490006262S_2020-04-23_in_0,Dunstan Road,2020-04-23 04:52:13,2020-04-23 04:52:06,in,1
20165_490007861K_2020-04-23_in_0,Great Western Road / Harrow Road,2020-04-23 04:54:20,2020-04-23 04:54:12,in,1
20157_490005160S2_2020-04-23_in_0,Childs Hill / Cricklewood Lane,2020-04-23 04:53:19,2020-04-23 04:52:29,in,1
20155_490011375K_2020-04-23_out_0,Quex Road,2020-04-23 04:53:55,2020-04-23 04:54:01,out,1
20154_490012055N_2020-04-23_in_0,Sheffield Terrace,2020-04-23 04:53:25,2020-04-23 04:50:43,in,1
20162_490014402A_2020-04-23_out_0,Artesian Road,2020-04-23 04:53:16,2020-04-23 04:51:00,out,1
20157_490015362N_2020-04-23_in_0,Lyndale Avenue,2020-04-23 04:54:09,2020-04-23 04:51:14,in,1
20155_490003068N_2020-04-23_out_0,West End Lane,2020-04-23 04:54:32,2020-04-23 04:54:20,out,1
20154_490010536K_2020-04-23_in_0,York House Place / Kensington High St,2020-04-23 04:53:38,2020-04-23 04:53:56,in,1
20157_490008061S_2020-04-23_in_0,Hendon Way,2020-04-23 04:54:37,2020-04-23 04:54:28,in,1
20165_490007861W2_2020-04-23_in_0,Harrow Road,2020-04-23 04:53:22,2020-04-23 04:49:31,in,1
20157_490006951S_2020-04-23_in_0,Fortune Green,2020-04-23 04:55:56,2020-04-23 04:52:09,in,1
20157_490006953S_2020-04-23_in_0,Fortune Green Road,2020-04-23 04:55:12,2020-04-23 04:52:33,in,1
20155_490012082A_2020-04-23_out_0,West Hampstead Stn / Broadhurst Gdns,2020-04-23 04:55:52,2020-04-23 04:54:33,out,1
20154_490010984T_2020-04-23_in_0,Phillimore Gardens,2020-04-23 04:55:42,2020-04-23 04:49:13,in,1
20165_490008697N_2020-04-23_in_0,Shrewsbury Road / Brunel Estate,2020-04-23 04:55:39,2020-04-23 04:49:21,in,1
20162_490014404P_2020-04-23_out_0,Brunel Estate,2020-04-23 04:55:43,2020-04-23 04:55:38,out,1
20154_490000110E_2020-04-23_in_0,High Street Kensington Station,2020-04-23 04:55:15,2020-04-23 04:49:14,in,1
20494_490014257E_2020-04-23_out_0,West Cromwell Road,2020-04-23 04:54:50,2020-04-23 04:54:10,out,1
20165_490000259B_2020-04-23_in_0,Westbourne Park Station,2020-04-23 04:55:23,2020-04-23 04:54:02,in,1
20154_490011943S_2020-04-23_in_0,Pembroke Road,2020-04-23 04:56:18,2020-04-23 04:55:49,in,1
20162_490000259B_2020-04-23_out_0,Westbourne Park Station,2020-04-23 04:56:03,2020-04-23 04:55:42,out,1
20154_490005528V_2020-04-23_in_0,Earls Court Road / Pembroke Place,2020-04-23 04:55:57,2020-04-23 04:55:47,in,1
20494_490011943S_2020-04-23_out_0,Pembroke Road,2020-04-23 04:55:29,2020-04-23 04:54:14,out,1
20155_490014819N_2020-04-23_out_0,Woodchurch Road,2020-04-23 04:55:02,2020-04-23 04:54:33,out,1
20162_490012948S_2020-04-23_out_0,St Stephens Gardens,2020-04-23 04:54:46,2020-04-23 04:54:15,out,1
20155_490001330N_2020-04-23_out_0,West Hampstead Station,2020-04-23 04:56:36,2020-04-23 04:53:55,out,1
20494_490005528Q_2020-04-23_out_0,Pembroke Place,2020-04-23 04:57:03,2020-04-23 04:54:31,out,1
20165_490012948S_2020-04-23_in_0,St Stephens Gardens,2020-04-23 04:57:03,2020-04-23 04:54:04,in,1
20157_490014468S_2020-04-23_in_0,West Hampstead Police Station,2020-04-23 04:56:36,2020-04-23 04:52:27,in,1
20154_490010187K_2020-04-23_in_0,Nevern Place,2020-04-23 04:57:38,2020-04-23 04:57:41,in,1
20155_490014431N_2020-04-23_out_0,West End Green,2020-04-23 04:57:45,2020-04-23 04:57:21,out,1
20162_490007861E_2020-04-23_out_0,Elgin Avenue / Harrow Road,2020-04-23 04:57:25,2020-04-23 04:56:18,out,1
20162_490007861W2_2020-04-23_out_0,Harrow Road,2020-04-23 04:56:33,2020-04-23 04:56:25,out,1
20157_490006041D_2020-04-23_in_0,Dennington Park Road,2020-04-23 04:57:23,2020-04-23 04:57:26,in,1
20154_490006305H_2020-04-23_in_0,Cromwell Road,2020-04-23 04:57:00,2020-04-23 04:56:14,in,1
20494_490011943N_2020-04-23_out_0,Scarsdale Villas,2020-04-23 04:56:29,2020-04-23 04:54:38,out,1
20165_490014402Z_2020-04-23_in_0,Westbourne Grove,2020-04-23 04:58:06,2020-04-23 04:54:16,in,1
20162_490006473N_2020-04-23_out_0,Elgin Avenue / Chippenham Road,2020-04-23 04:57:19,2020-04-23 04:57:27,out,1
20155_490006041D_2020-04-23_out_0,Dennington Park Road,2020-04-23 04:56:54,2020-04-23 04:54:16,out,1
20157_490014431N_2020-04-23_in_0,West End Green,2020-04-23 04:57:21,2020-04-23 04:52:37,in,1
20154_490015228L_2020-04-23_in_0,Earls Court Road / Old Brompton Road,2020-04-23 04:59:35,2020-04-23 04:59:18,in,1
20494_490008288H_2020-04-23_out_0,Kensington Church Street / Holland St,2020-04-23 04:59:43,2020-04-23 04:49:20,out,1
20157_490001330N_2020-04-23_in_0,West Hampstead Station,2020-04-23 04:58:29,2020-04-23 04:51:14,in,1
