vehicle_id,bus_stop_name,expected_arrival,time_of_req,direction,arrived
6890_490009645W_2020-04-25_out_0,Shore Road,2020-04-25 09:58:18,2020-04-25 09:58:37,out,1
5532_490012633S_2020-04-25_out_0,St Barnabas Church,2020-04-25 09:58:48,2020-04-25 09:59:02,out,1
5798_490005945G_2020-04-25_out_0,Dalston Junction Station,2020-04-25 09:59:20,2020-04-25 09:58:36,out,1
6507_490000146B_2020-04-25_out_0,Mile End Station,2020-04-25 10:01:12,2020-04-25 10:01:24,out,1
6890_490014373LC_2020-04-25_out_0,Mare Street / Well Street,2020-04-25 10:00:08,2020-04-25 10:00:36,out,1
5532_490006025N_2020-04-25_out_0,Victoria Park,2020-04-25 10:00:31,2020-04-25 09:58:49,out,1
6143_490005323N_2020-04-25_out_0,Marsh Wall / Heron Quay,2020-04-25 09:59:58,2020-04-25 09:58:51,out,1
6893_490009545S_2020-04-25_in_0,Cuba Street,2020-04-25 10:00:43,2020-04-25 10:00:48,in,1
5797_490009645W_2020-04-25_in_0,Shore Road,2020-04-25 10:00:46,2020-04-25 10:00:42,in,1
6896_490006614S_2020-04-25_in_0,Eric Street,2020-04-25 10:01:08,2020-04-25 09:58:55,in,1
6890_490012462N_2020-04-25_out_0,St Thomas's Square,2020-04-25 10:00:45,2020-04-25 09:59:51,out,1
5798_490006929D_2020-04-25_out_0,Forest Road,2020-04-25 10:00:45,2020-04-25 10:00:53,out,1
6896_490000146B_2020-04-25_in_0,Mile End Station,2020-04-25 10:00:01,2020-04-25 09:58:58,in,1
6893_490005323N_2020-04-25_in_0,Marsh Wall / Heron Quay,2020-04-25 09:59:42,2020-04-25 09:59:56,in,1
6507_490006614S_2020-04-25_out_0,Eric Street,2020-04-25 10:00:39,2020-04-25 09:59:05,out,1
5532_490011823S_2020-04-25_out_0,Victoria Park Road,2020-04-25 10:01:05,2020-04-25 10:01:07,out,1
6507_490013846N_2020-04-25_out_0,Ackroyd Drive,2020-04-25 09:59:21,2020-04-25 09:59:14,out,1
5532_490010554S2_2020-04-25_out_0,Old Ford Road,2020-04-25 09:59:46,2020-04-25 09:59:16,out,1
6143_490000038J_2020-04-25_out_0,Canada Square South,2020-04-25 10:02:47,2020-04-25 10:00:31,out,1
6143_490000038F_2020-04-25_out_0,Canary Wharf Station,2020-04-25 10:03:12,2020-04-25 10:00:57,out,1
5532_490014374N_2020-04-25_out_0,Terrace Road,2020-04-25 10:03:16,2020-04-25 10:00:40,out,1
6893_490006092S_2020-04-25_in_0,Arnhem Wharf Primary School,2020-04-25 10:02:52,2020-04-25 10:01:34,in,1
7336_490008507N2_2020-04-25_out_0,Crossharbour Asda,2020-04-25 10:03:00,2020-04-25 09:58:48,out,1
6896_490011031S_2020-04-25_in_0,Pixley Street,2020-04-25 10:01:58,2020-04-25 10:01:41,in,1
6896_490003783S_2020-04-25_in_0,Mile End Park Leisure Centre,2020-04-25 10:01:26,2020-04-25 10:00:43,in,1
6893_490008757S_2020-04-25_in_0,Crews Street / The Space Theatre,2020-04-25 10:03:20,2020-04-25 10:00:55,in,1
6890_490007626B_2020-04-25_out_0,Hackney Town Hall,2020-04-25 10:02:13,2020-04-25 10:01:49,out,1
5797_490008277W_2020-04-25_in_0,Holcroft Road,2020-04-25 10:01:51,2020-04-25 10:01:51,in,1
6893_490012181N_2020-04-25_in_0,Sir John Mcdougal Gardens,2020-04-25 10:02:18,2020-04-25 10:01:55,in,1
5797_490014374N_2020-04-25_in_0,Terrace Road,2020-04-25 10:02:28,2020-04-25 10:01:58,in,1
5532_490010068N_2020-04-25_out_0,Moulins Road,2020-04-25 10:02:38,2020-04-25 10:01:06,out,1
6893_490003602N_2020-04-25_in_0,Barkantine Clinic / Hutchings Street,2020-04-25 10:01:38,2020-04-25 10:01:33,in,1
6507_490G000925_2020-04-25_out_0,Mile End Station / Mile End Road,2020-04-25 10:02:51,2020-04-25 10:01:11,out,1
7440_490005945G_2020-04-25_in_0,Dalston Junction Station,2020-04-25 10:02:18,2020-04-25 10:01:35,in,1
6896_490012881S_2020-04-25_in_0,St Paul's Way,2020-04-25 10:02:08,2020-04-25 09:58:35,in,1
5532_490009645W_2020-04-25_out_0,Shore Road,2020-04-25 10:05:09,2020-04-25 10:03:31,out,1
6143_490014483E_2020-04-25_out_0,West India Avenue,2020-04-25 10:03:56,2020-04-25 10:00:33,out,1
6896_490009159S_2020-04-25_in_0,Limehouse Police Station,2020-04-25 10:04:15,2020-04-25 10:03:35,in,1
5532_490008277W_2020-04-25_out_0,Holcroft Road,2020-04-25 10:03:25,2020-04-25 10:03:36,out,1
5797_490012255S_2020-04-25_in_0,Penshurst Road,2020-04-25 10:03:50,2020-04-25 10:03:44,in,1
7440_490005945K_2020-04-25_in_0,Dalston Lane / Dalston Junction Stn,2020-04-25 10:03:25,2020-04-25 10:01:40,in,1
5797_490007535S_2020-04-25_in_0,Church Crescent,2020-04-25 10:03:27,2020-04-25 10:00:45,in,1
6893_490013550E_2020-04-25_in_0,Maconochies Road,2020-04-25 10:05:30,2020-04-25 10:03:47,in,1
6143_490002083A_2020-04-25_out_0,Westferry Station,2020-04-25 10:05:01,2020-04-25 10:03:47,out,1
7440_490012569E_2020-04-25_in_0,Stannard Road,2020-04-25 10:04:31,2020-04-25 09:58:45,in,1
6890_490010161E_2020-04-25_out_0,Royal Oak Road,2020-04-25 10:03:56,2020-04-25 10:03:50,out,1
7336_490002061N_2020-04-25_out_0,Mudchute Station,2020-04-25 10:03:28,2020-04-25 09:58:58,out,1
6143_490014457B_2020-04-25_out_0,Westferry Circus / Canary Wharf Pier,2020-04-25 10:03:57,2020-04-25 10:01:49,out,1
6893_490012438S_2020-04-25_in_0,St Edmund's School,2020-04-25 10:03:57,2020-04-25 10:03:57,in,1
6143_490011878N_2020-04-25_out_0,Salter Street,2020-04-25 10:05:19,2020-04-25 10:03:58,out,1
5797_490011823S_2020-04-25_in_0,Victoria Park Road,2020-04-25 10:04:34,2020-04-25 10:03:48,in,1
6890_490010160E1_2020-04-25_out_0,Greenwood Road,2020-04-25 10:04:38,2020-04-25 10:04:01,out,1
7336_490009924S_2020-04-25_out_0,Millwall Park,2020-04-25 10:03:38,2020-04-25 10:04:03,out,1
6893_490007774N_2020-04-25_in_0,Harbinger School / Masthouse Ter. Pier,2020-04-25 10:04:43,2020-04-25 10:04:04,in,1
6890_490012569E_2020-04-25_out_0,Stannard Road,2020-04-25 10:05:31,2020-04-25 10:04:04,out,1
6890_490009644E_2020-04-25_out_0,Graham Road / Hackney Central,2020-04-25 10:03:25,2020-04-25 10:00:05,out,1
7336_490013550W_2020-04-25_out_0,Langbourne Place,2020-04-25 10:05:12,2020-04-25 10:02:02,out,1
6896_490004584N_2020-04-25_in_0,East India Dock Road,2020-04-25 10:03:29,2020-04-25 10:01:54,in,1
7440_490009644G_2020-04-25_in_0,Hackney Central / Mare Street,2020-04-25 10:07:21,2020-04-25 10:05:38,in,1
7336_490007774N_2020-04-25_out_0,Harbinger School / Masthouse Ter. Pier,2020-04-25 10:05:39,2020-04-25 10:03:34,out,1
5532_490014373LC_2020-04-25_out_0,Mare Street / Well Street,2020-04-25 10:06:57,2020-04-25 10:03:34,out,1
6893_490002061N_2020-04-25_in_0,Mudchute Station,2020-04-25 10:06:54,2020-04-25 10:05:40,in,1
7440_490010160E1_2020-04-25_in_0,Greenwood Road,2020-04-25 10:05:41,2020-04-25 10:05:41,in,1
7440_490010161E_2020-04-25_in_0,Royal Oak Road,2020-04-25 10:06:46,2020-04-25 10:05:34,in,1
