arrived,bus_stop_name,expected_arrival,vehicle_id,time_of_req,direction
True,London Museum Of Water and Steam,2020-03-11 10:21:19,16552_490008690E_2020-03-11_out_0,2020-03-11 10:19:12,out
True,Stamford Brook Bus Garage,2020-04-01 12:49:30,16440_490012521E_2020-04-01_out_0,2020-04-01 12:49:11,out
True,Hammersmith Town Hall,2020-04-01 19:03:53,16442_490G00007711_2020-04-01_in_2,2020-04-01 19:03:14,in
True,Syon Lane,2020-04-01 19:57:26,16448_490013141W_2020-04-01_out_3,2020-04-01 19:42:14,out
True,Ravenscourt Park Station,2020-04-02 19:06:59,16442_490011438E_2020-04-02_out_6,2020-04-02 19:07:05,out
True,Mogden Lane,2020-04-05 15:23:23,16768_490009961S_2020-04-05_in_0,2020-04-05 14:54:44,in
True,The Prince Albert / Twickenham,2020-04-01 11:30:06,16441_490013865N_2020-04-01_out_0,2020-04-01 11:30:10,out
True,Clifton Gardens,2020-04-02 18:45:05,16768_490005423GG_2020-04-02_out_5,2020-04-02 18:42:35,out
True,Market Place,2020-03-27 08:12:39,16448_490004292G_2020-03-27_in_0,2020-03-27 08:12:41,in
True,Lynton Close,2020-04-02 23:41:33,16441_490003580N_2020-04-02_in_6,2020-04-02 23:39:36,in
True,Whitton Road,2020-04-01 14:25:52,16437_490014638E2_2020-04-01_out_0,2020-04-01 14:24:09,out
True,The Prince Albert / Twickenham,2020-03-10 10:57:41,16436_490013865N_2020-03-10_out_0,2020-03-10 10:55:56,out
True,Busch Corner,2020-04-02 11:44:50,16437_490015029E_2020-04-02_in_3,2020-04-02 11:15:16,in
True,Syon Lane,2020-04-01 17:37:35,16437_490013141W_2020-04-01_in_0,2020-04-01 17:33:42,in
True,Busch Corner,2020-03-30 05:50:29,16436_490015029E_2020-03-30_in_0,2020-03-30 05:27:11,in
True,Busch Corner,2020-04-06 07:29:59,16439_490015029E_2020-04-06_out_1,2020-04-06 07:26:31,out
True,Kew Bridge Station,2020-04-02 06:23:24,16437_490001167S_2020-04-02_out_1,2020-04-02 05:56:45,out
True,Chiswick Police Station,2020-04-02 14:12:04,16435_490G00005210_2020-04-02_in_3,2020-04-02 14:06:45,in
True,Park Road,2020-04-02 19:39:15,16437_490004635TD_2020-04-02_out_6,2020-04-02 19:37:07,out
True,Woodstock Avenue,2020-04-01 17:04:27,16446_490009961N1_2020-04-01_out_2,2020-04-01 17:01:12,out
True,Isleworth Library,2020-04-02 08:41:36,16444_490014954TM_2020-04-02_in_0,2020-04-02 08:41:15,in
True,Market Place,2020-04-01 11:28:10,16445_490004292G_2020-04-01_in_0,2020-04-01 11:27:42,in
True,Hammersmith Bus Station,2020-04-02 06:37:37,16437_490007705F_2020-04-02_out_1,2020-04-02 06:09:16,out
True,London Road / Twickenham,2020-04-01 16:31:57,16441_490013870E_2020-04-01_in_1,2020-04-01 16:07:13,in
True,The Prince Albert / Twickenham,2020-04-02 09:57:21,16446_490013865N_2020-04-02_out_3,2020-04-02 09:54:44,out
True,Thorney Hedge Road,2020-03-31 06:47:28,16440_490010687K_2020-03-31_out_0,2020-03-31 06:21:12,out
True,London Road / Twickenham,2020-04-02 07:46:49,16768_490013870E_2020-04-02_in_0,2020-04-02 07:42:44,in
