vehicle_id,bus_stop_name,expected_arrival,time_of_req,direction,arrived
8199_490010776E_2020-04-16_in_0,Park Hill,2020-04-16 12:31:30,2020-04-16 12:31:27,in,1
8252_490012182E_2020-04-16_in_0,Sisters Avenue,2020-04-16 12:31:54,2020-04-16 12:31:28,in,1
8685_490000138F_2020-04-16_out_0,Liverpool Street Station,2020-04-16 12:31:53,2020-04-16 12:31:55,out,1
8872_490005333V_2020-04-16_out_0,Clapham Junction / The Northcote,2020-04-16 12:32:17,2020-04-16 12:32:03,out,1
8252_490G00006945_2020-04-16_in_0,Forthbridge Road,2020-04-16 12:32:24,2020-04-16 12:32:21,in,1
9759_490004687Q_2020-04-16_out_0,Denmark Hill / Camberwell Green,2020-04-16 12:32:50,2020-04-16 12:31:29,out,1
8252_490004913E_2020-04-16_in_0,Cedars Road,2020-04-16 12:33:12,2020-04-16 12:31:30,in,1
8199_490003071E_2020-04-16_in_0,Belvedere Place,2020-04-16 12:35:38,2020-04-16 12:31:31,in,1
7517_490011187N_2020-04-16_in_0,Primrose Street,2020-04-16 12:37:05,2020-04-16 12:36:13,in,1
8199_490008919A_2020-04-16_in_0,Lambeth Town Hall,2020-04-16 12:36:28,2020-04-16 12:36:17,in,1
8336_490014979N2_2020-04-16_in_0,Wyndham Road,2020-04-16 12:37:19,2020-04-16 12:36:19,in,1
9759_490014004X_2020-04-16_out_0,Valmar Road,2020-04-16 12:36:06,2020-04-16 12:36:27,out,1
8336_490015298E_2020-04-16_in_0,Camberwell Green,2020-04-16 12:32:29,2020-04-16 12:31:51,in,1
7517_490000138F_2020-04-16_in_0,Liverpool Street Station,2020-04-16 12:32:41,2020-04-16 12:31:53,in,1
7536_490013910G_2020-04-16_in_0,Union Street,2020-04-16 12:33:31,2020-04-16 12:31:57,in,1
8199_490012222W_2020-04-16_in_0,Solon Road,2020-04-16 12:34:25,2020-04-16 12:32:01,in,1
9756_490G00006380_2020-04-16_out_0,East Street,2020-04-16 12:36:28,2020-04-16 12:36:45,out,1
8685_490000148U_2020-04-16_out_0,Fenchurch Street,2020-04-16 12:35:13,2020-04-16 12:32:09,out,1
8199_490G00003796_2020-04-16_in_0,Bedford Road,2020-04-16 12:32:36,2020-04-16 12:32:13,in,1
9756_490014501J_2020-04-16_out_0,Westmoreland Road,2020-04-16 12:37:24,2020-04-16 12:36:52,out,1
8872_490G000462_2020-04-16_out_0,Clapham Junction Station  / The Falcon,2020-04-16 12:33:12,2020-04-16 12:32:16,out,1
8685_490013910S_2020-04-16_out_0,Southwark Street,2020-04-16 12:37:17,2020-04-16 12:36:57,out,1
8252_490011673E_2020-04-16_in_0,Rookery Road,2020-04-16 12:34:53,2020-04-16 12:32:19,in,1
9759_490004676H6_2020-04-16_out_0,Caldecot Road,2020-04-16 12:36:04,2020-04-16 12:32:22,out,1
7912_490008919A_2020-04-16_out_0,Lambeth Town Hall,2020-04-16 12:33:23,2020-04-16 12:32:24,out,1
8336_490009784A_2020-04-16_in_0,Medlar Street,2020-04-16 12:37:11,2020-04-16 12:37:10,in,1
8685_490004043N2_2020-04-16_out_0,Wormwood Street,2020-04-16 12:32:42,2020-04-16 12:32:38,out,1
9759_490G00009153_2020-04-16_out_0,Lilford Road,2020-04-16 12:37:41,2020-04-16 12:37:14,out,1
8252_490015236M_2020-04-16_in_0,Long Road / Clapham Common,2020-04-16 12:35:30,2020-04-16 12:32:43,in,1
9756_490G00008975_2020-04-16_out_0,Larcom Street,2020-04-16 12:33:12,2020-04-16 12:32:44,out,1
7912_490003071E_2020-04-16_out_0,Belvedere Place,2020-04-16 12:37:00,2020-04-16 12:36:36,out,1
8252_490010776E_2020-04-16_in_0,Park Hill,2020-04-16 12:40:54,2020-04-16 12:36:09,in,1
9759_490011090S_2020-04-16_out_0,Loughborough Junction Station,2020-04-16 12:39:28,2020-04-16 12:36:11,out,1
7536_490011187N_2020-04-16_in_0,Primrose Street,2020-04-16 12:42:00,2020-04-16 12:41:28,in,1
9756_490009784A_2020-04-16_out_0,Medlar Street,2020-04-16 12:41:36,2020-04-16 12:41:34,out,1
8252_490000050E_2020-04-16_in_0,Clapham Common Station,2020-04-16 12:38:09,2020-04-16 12:36:22,in,1
8685_490000026A_2020-04-16_out_0,Borough Station,2020-04-16 12:40:19,2020-04-16 12:36:23,out,1
8199_490G00031N_2020-04-16_in_0,Brixton Station,2020-04-16 12:37:55,2020-04-16 12:31:48,in,1
7517_490005910ZA_2020-04-16_in_0,Curtain Road,2020-04-16 12:41:37,2020-04-16 12:41:46,in,1
7536_490000138F_2020-04-16_in_0,Liverpool Street Station,2020-04-16 12:41:36,2020-04-16 12:31:53,in,1
8685_490003548B_2020-04-16_out_0,Inner London Crown Court,2020-04-16 12:41:36,2020-04-16 12:41:22,out,1
7912_490012222W_2020-04-16_out_0,Solon Road,2020-04-16 12:38:12,2020-04-16 12:36:36,out,1
7536_490009037N_2020-04-16_in_0,Threadneedle Street,2020-04-16 12:40:04,2020-04-16 12:32:01,in,1
9759_490012036E_2020-04-16_out_0,Shakespeare Road,2020-04-16 12:41:07,2020-04-16 12:36:41,out,1
8448_490G16266N_2020-04-16_out_0,Shoreditch High Street Station,2020-04-16 12:41:43,2020-04-16 12:42:00,out,1
7912_490G00003796_2020-04-16_out_0,Bedford Road,2020-04-16 12:42:11,2020-04-16 12:42:04,out,1
8336_490G00004221_2020-04-16_in_0,Bowyer Place,2020-04-16 12:38:45,2020-04-16 12:36:49,in,1
8252_490G00003796_2020-04-16_in_0,Bedford Road,2020-04-16 12:41:48,2020-04-16 12:42:07,in,1
9759_490015389W_2020-04-16_out_0,Moorland Road,2020-04-16 12:41:46,2020-04-16 12:36:52,out,1
9759_490004361K_2020-04-16_out_0,Gresham Road / Brixton Police Station,2020-04-16 12:42:03,2020-04-16 12:42:10,out,1
9756_490G00003138_2020-04-16_out_0,Camberwell Road / Albany Road,2020-04-16 12:39:46,2020-04-16 12:37:02,out,1
7536_490004043N2_2020-04-16_in_0,Wormwood Street,2020-04-16 12:40:46,2020-04-16 12:37:04,in,1
8685_490000073F_2020-04-16_out_0,Elephant & Castle / Newington Causeway,2020-04-16 12:42:06,2020-04-16 12:42:26,out,1
7536_490000148U_2020-04-16_in_0,Fenchurch Street,2020-04-16 12:38:22,2020-04-16 12:37:13,in,1
8336_490G00003138_2020-04-16_in_0,Camberwell Road / Albany Road,2020-04-16 12:39:23,2020-04-16 12:37:15,in,1
9756_490G00004221_2020-04-16_out_0,Bowyer Place,2020-04-16 12:40:38,2020-04-16 12:37:16,out,1
8685_490013910G_2020-04-16_out_0,Union Street,2020-04-16 12:38:37,2020-04-16 12:37:23,out,1
8336_490014501J_2020-04-16_in_0,Westmoreland Road,2020-04-16 12:41:37,2020-04-16 12:37:25,in,1
8685_490000073S_2020-04-16_out_0,Elephant & Castle Station,2020-04-16 12:45:00,2020-04-16 12:41:30,out,1
8199_490012036E_2020-04-16_in_0,Shakespeare Road,2020-04-16 12:45:13,2020-04-16 12:41:31,in,1
8252_490008919A_2020-04-16_in_0,Lambeth Town Hall,2020-04-16 12:45:56,2020-04-16 12:45:54,in,1
8270_490G000462_2020-04-16_in_0,Clapham Junction Station  / The Falcon,2020-04-16 12:43:23,2020-04-16 12:41:37,in,1
8336_490007739N_2020-04-16_in_0,Hampton Street,2020-04-16 12:46:46,2020-04-16 12:41:25,in,1
7912_490010776E_2020-04-16_out_0,Park Hill,2020-04-16 12:43:30,2020-04-16 12:41:37,out,1
9756_490004687Q_2020-04-16_out_0,Denmark Hill / Camberwell Green,2020-04-16 12:46:16,2020-04-16 12:45:45,out,1
9759_490G00031N_2020-04-16_out_0,Brixton Station,2020-04-16 12:45:38,2020-04-16 12:41:41,out,1
8448_490000138F_2020-04-16_out_0,Liverpool Street Station,2020-04-16 12:46:08,2020-04-16 12:31:55,out,1
8252_490003071E_2020-04-16_in_0,Belvedere Place,2020-04-16 12:44:55,2020-04-16 12:36:12,in,1
7517_490G000744_2020-04-16_in_0,Shoreditch,2020-04-16 12:46:41,2020-04-16 12:46:24,in,1
7912_490000050E_2020-04-16_out_0,Clapham Common Station,2020-04-16 12:45:25,2020-04-16 12:41:59,out,1
8199_490011090S_2020-04-16_in_0,Loughborough Junction Station,2020-04-16 12:46:14,2020-04-16 12:42:04,in,1
8448_490G00005524_2020-04-16_out_0,Commercial Street / Worship Street,2020-04-16 12:43:23,2020-04-16 12:42:05,out,1
8252_490012222W_2020-04-16_in_0,Solon Road,2020-04-16 12:43:23,2020-04-16 12:36:40,in,1
8336_490G00006380_2020-04-16_in_0,East Street,2020-04-16 12:42:36,2020-04-16 12:42:07,in,1
8199_490G000707_2020-04-16_in_0,Pomfret Road,2020-04-16 12:46:36,2020-04-16 12:46:39,in,1
8448_490011187N_2020-04-16_out_0,Primrose Street,2020-04-16 12:44:18,2020-04-16 12:42:17,out,1
7912_490011673E_2020-04-16_out_0,Rookery Road,2020-04-16 12:46:25,2020-04-16 12:42:18,out,1
7912_490015236M_2020-04-16_out_0,Long Road / Clapham Common,2020-04-16 12:46:17,2020-04-16 12:42:22,out,1
9759_490G00014794_2020-04-16_out_0,Brixton Station Road,2020-04-16 12:43:27,2020-04-16 12:37:12,out,1
8199_490G00014447_2020-04-16_in_0,Western Road,2020-04-16 12:43:09,2020-04-16 12:42:30,in,1
8336_490G00008975_2020-04-16_in_0,Larcom Street,2020-04-16 12:45:07,2020-04-16 12:42:32,in,1
7517_490010585X_2020-04-16_in_0,Shoreditch Town Hall,2020-04-16 12:43:41,2020-04-16 12:42:34,in,1
8199_490G00014794_2020-04-16_in_0,Brixton Station Road,2020-04-16 12:44:23,2020-04-16 12:42:35,in,1
8199_490004361K_2020-04-16_in_0,Gresham Road / Brixton Police Station,2020-04-16 12:42:49,2020-04-16 12:42:38,in,1
8270_490G00009849_2020-04-16_in_0,Clapham Junction Station  / Falcon Road,2020-04-16 12:42:56,2020-04-16 12:42:39,in,1
8270_490005333V_2020-04-16_in_0,Clapham Junction / The Northcote,2020-04-16 12:46:25,2020-04-16 12:42:41,in,1
8270_490012182E_2020-04-16_in_0,Sisters Avenue,2020-04-16 12:47:55,2020-04-16 12:45:43,in,1
9759_490010776E_2020-04-16_out_0,Park Hill,2020-04-16 12:53:07,2020-04-16 12:50:42,out,1
7912_490012182E_2020-04-16_out_0,Sisters Avenue,2020-04-16 12:49:20,2020-04-16 12:41:39,out,1
9756_490011090S_2020-04-16_out_0,Loughborough Junction Station,2020-04-16 12:52:45,2020-04-16 12:50:32,out,1
8270_490006403E_2020-04-16_in_0,Eccles Road,2020-04-16 12:46:48,2020-04-16 12:46:01,in,1
8252_490G00031N_2020-04-16_in_0,Brixton Station,2020-04-16 12:47:32,2020-04-16 12:46:04,in,1
9756_490014004X_2020-04-16_out_0,Valmar Road,2020-04-16 12:48:55,2020-04-16 12:46:05,out,1
8199_490015298E_2020-04-16_in_0,Camberwell Green,2020-04-16 12:53:31,2020-04-16 12:50:48,in,1
7536_490005910ZA_2020-04-16_in_0,Curtain Road,2020-04-16 12:47:06,2020-04-16 12:46:09,in,1
7912_490005333Z_2020-04-16_out_0,Northcote Road,2020-04-16 12:51:13,2020-04-16 12:41:47,out,1
8270_490004913E_2020-04-16_in_0,Cedars Road,2020-04-16 12:50:01,2020-04-16 12:45:49,in,1
9759_490012222W_2020-04-16_out_0,Solon Road,2020-04-16 12:50:17,2020-04-16 12:46:15,out,1
7912_490005333V_2020-04-16_out_0,Clapham Junction / The Northcote,2020-04-16 12:51:21,2020-04-16 12:51:02,out,1
8336_490013910G_2020-04-16_in_0,Union Street,2020-04-16 12:53:09,2020-04-16 12:50:54,in,1
7912_490006403E_2020-04-16_out_0,Eccles Road,2020-04-16 12:50:35,2020-04-16 12:41:57,out,1
7536_490G000744_2020-04-16_in_0,Shoreditch,2020-04-16 12:53:04,2020-04-16 12:51:04,in,1
8685_490G00006380_2020-04-16_out_0,East Street,2020-04-16 12:49:27,2020-04-16 12:41:59,out,1
8448_490000148U_2020-04-16_out_0,Fenchurch Street,2020-04-16 12:48:54,2020-04-16 12:46:26,out,1
9759_490G00003796_2020-04-16_out_0,Bedford Road,2020-04-16 12:51:46,2020-04-16 12:51:07,out,1
8199_490G00009153_2020-04-16_in_0,Lilford Road,2020-04-16 12:48:12,2020-04-16 12:46:28,in,1
8336_490003548B_2020-04-16_in_0,Inner London Crown Court,2020-04-16 12:49:40,2020-04-16 12:46:31,in,1
8685_490014501J_2020-04-16_out_0,Westmoreland Road,2020-04-16 12:50:34,2020-04-16 12:42:09,out,1
8199_490004687Q_2020-04-16_in_0,Denmark Hill / Camberwell Green,2020-04-16 12:51:10,2020-04-16 12:51:17,in,1
7912_490G000462_2020-04-16_out_0,Clapham Junction Station  / The Falcon,2020-04-16 12:52:44,2020-04-16 12:51:17,out,1
8448_490013910S_2020-04-16_out_0,Southwark Street,2020-04-16 12:52:58,2020-04-16 12:51:19,out,1
8199_490014004X_2020-04-16_in_0,Valmar Road,2020-04-16 12:50:20,2020-04-16 12:41:55,in,1
8270_490011673E_2020-04-16_in_0,Rookery Road,2020-04-16 12:51:13,2020-04-16 12:42:13,in,1
8336_490000073F_2020-04-16_in_0,Elephant & Castle / Newington Causeway,2020-04-16 12:48:47,2020-04-16 12:46:38,in,1
9759_490003071E_2020-04-16_out_0,Belvedere Place,2020-04-16 12:49:29,2020-04-16 12:46:15,out,1
8270_490G00006945_2020-04-16_in_0,Forthbridge Road,2020-04-16 12:49:04,2020-04-16 12:42:16,in,1
8685_490G00003138_2020-04-16_out_0,Camberwell Road / Albany Road,2020-04-16 12:52:09,2020-04-16 12:51:24,out,1
9759_490008919A_2020-04-16_out_0,Lambeth Town Hall,2020-04-16 12:47:36,2020-04-16 12:46:42,out,1
9756_490004676H6_2020-04-16_out_0,Caldecot Road,2020-04-16 12:49:40,2020-04-16 12:46:40,out,1
7912_490004913E_2020-04-16_out_0,Cedars Road,2020-04-16 12:47:16,2020-04-16 12:42:21,out,1
