vehicle_id,bus_stop_name,expected_arrival,time_of_req,direction,arrived
10555_490011985E_2020-04-17_in_0,Selfridges,2020-04-17 08:58:18,2020-04-17 08:52:02.284000,in,1
10429_490004699S_2020-04-17_in_0,Oxford Gardens,2020-04-17 08:52:27,2020-04-17 08:52:03.800000,in,1
11142_490000131A_2020-04-17_out_0,Ladbroke Grove Station,2020-04-17 08:51:41,2020-04-17 08:52:04.424000,out,1
10296_490000131A_2020-04-17_out_0,Ladbroke Grove Station,2020-04-17 08:55:15,2020-04-17 08:52:04.424000,out,1
10540_490006211B_2020-04-17_in_0,East Acton Station  / Erconwald Street,2020-04-17 08:52:15,2020-04-17 08:52:05.041000,in,1
11142_490012646N_2020-04-17_out_0,St Charles Square,2020-04-17 08:54:18,2020-04-17 08:52:05.619000,out,1
10296_490012646N_2020-04-17_out_0,St Charles Square,2020-04-17 08:57:36,2020-04-17 08:52:05.619000,out,1
10555_490013046N_2020-04-17_in_0,Sussex Gardens,2020-04-17 08:53:15,2020-04-17 08:52:06.916000,in,1
10429_490000131A_2020-04-17_in_0,Ladbroke Grove Station,2020-04-17 08:54:30,2020-04-17 08:54:18.064000,in,1
10555_490000144K_2020-04-17_in_0,Marble Arch Station,2020-04-17 08:56:19,2020-04-17 08:54:18.722000,in,1
10540_490014971D_2020-04-17_in_0,Wulfstan Street,2020-04-17 08:54:02,2020-04-17 08:54:19.378000,in,1
10639_490006321D_2020-04-17_out_0,Paddington Stn / Eastbourne Terrace,2020-04-17 08:55:06,2020-04-17 08:54:19.939000,out,1
10429_490012948S_2020-04-17_in_0,St Stephens Gardens,2020-04-17 08:58:51,2020-04-17 08:56:32.409000,in,1
10540_490011962E_2020-04-17_in_0,North Pole Road / Scrubs Lane,2020-04-17 08:58:38,2020-04-17 08:59:04.270000,in,1
10540_490005936E_2020-04-17_in_0,Dalgarno Gardens,2020-04-17 08:59:34,2020-04-17 08:52:01,in,1
10431_490005936E_2020-04-17_in_0,Dalgarno Gardens,2020-04-17 09:11:32,2020-04-17 08:52:01,in,1
10541_490011985E_2020-04-17_in_0,Selfridges,2020-04-17 09:03:17,2020-04-17 08:52:02,in,1
