arrived,bus_stop_name,expected_arrival,vehicle_id,time_of_req,direction
True,St Edmund's School,2020-03-11 14:25:25,6894_490G00012438_2020-03-11_out_0,2020-03-11 14:21:20,out
True,Isle Of Dogs Asda,2020-03-25 15:44:45,6139_490G00019912_2020-03-25_in_0,2020-03-25 15:35:17,in
True,Pixley Street,2020-04-06 04:34:37,6234_490011031S_2020-04-06_out_0,2020-04-06 04:30:05,out
True,Cuba Street,2020-04-02 07:23:37,7336_490009545S_2020-04-02_in_1,2020-04-02 07:22:45,in
True,Hackney Central / Mare Street,2020-04-02 14:06:24,6896_490009644G_2020-04-02_in_4,2020-04-02 14:06:43,in
True,St Barnabas Church,2020-04-06 04:37:25,6234_490012633S_2020-04-06_out_0,2020-04-06 04:36:51,out
True,Canary Wharf Station,2020-04-01 18:00:27,5494_490000038F_2020-04-01_out_2,2020-04-01 18:00:15,out
True,Mile End Station,2020-04-02 09:31:47,7442_490000146B_2020-04-02_in_1,2020-04-02 09:31:22,in
True,Sir John Mcdougal Gardens,2020-04-06 05:26:50,6890_490G00012181_2020-04-06_in_0,2020-04-06 05:20:50,in
True,Victoria Park,2020-03-25 14:54:11,6896_490006025N_2020-03-25_out_0,2020-03-25 14:50:42,out
True,Moulins Road,2020-04-02 14:22:29,7336_490G00010068_2020-04-02_out_6,2020-04-02 14:16:46,out
True,Roman Road,2020-03-27 09:07:53,6139_490011653S_2020-03-27_in_0,2020-03-27 09:07:41,in
True,Sir John Mcdougal Gardens,2020-03-18 18:10:11,6894_490G00012181_2020-03-18_in_0,2020-03-18 18:09:30,in
True,St Paul's Way,2020-04-01 22:03:19,7441_490012881S_2020-04-01_out_3,2020-04-01 22:03:12,out
True,Arbery Road,2020-03-29 10:08:20,6891_490003352S_2020-03-29_out_0,2020-03-29 09:50:09,out
True,Langbourne Place,2020-04-02 14:15:38,7059_490013550W_2020-04-02_out_4,2020-04-02 13:56:46,out
True,West India Avenue,2020-04-01 19:25:50,6143_490014483E_2020-04-01_in_3,2020-04-01 19:24:45,in
True,Stannard Road,2020-04-02 16:26:54,6234_490012569E_2020-04-02_in_0,2020-04-02 16:24:44,in
True,Shore Road,2020-04-02 12:11:09,7336_490009645W_2020-04-02_out_5,2020-04-02 12:08:43,out
True,Royal Oak Road,2020-04-02 14:00:53,7335_490010161E_2020-04-02_out_4,2020-04-02 13:54:45,out
True,Penshurst Road,2020-04-02 16:12:39,7275_490012255S_2020-04-02_in_5,2020-04-02 16:11:16,in
True,Victoria Park Road,2020-03-31 08:34:35,6140_490011823S_2020-03-31_in_1,2020-03-31 08:22:11,in
True,Eric Street,2020-04-01 20:19:19,6515_490G00006614_2020-04-01_out_0,2020-04-01 20:18:14,out
True,Mare Street / Well Street,2020-04-02 13:07:36,6890_490014373LC_2020-04-02_out_4,2020-04-02 12:44:46,out
True,Greenwood Road,2020-03-10 11:45:30,7275_490010160E1_2020-03-10_out_0,2020-03-10 11:23:02,out
True,Greenwood Road,2020-03-10 11:23:20,7277_490010160E1_2020-03-10_in_0,2020-03-10 11:22:59,in
True,Victoria Park Road,2020-04-02 18:27:16,7275_490011823S_2020-04-02_in_12,2020-04-02 18:25:25,in
True,Harbinger School / Masthouse Ter. Pier,2020-04-01 23:37:51,6143_490007774N_2020-04-01_in_5,2020-04-01 23:36:14,in
True,Marsh Wall / Heron Quay,2020-04-01 17:44:29,6893_490005323N_2020-04-01_out_2,2020-04-01 17:43:37,out
True,Dalston Junction Station,2020-04-02 11:31:10,6890_490005945G_2020-04-02_in_2,2020-04-02 11:10:44,in
True,Mile End Station,2020-04-01 22:15:59,6890_490000146B_2020-04-01_out_3,2020-04-01 22:09:12,out
True,Terrace Road,2020-04-01 10:23:13,5494_490G00014374_2020-04-01_in_0,2020-04-01 10:23:15,in
True,Westferry Circus / Canary Wharf Pier,2020-04-02 16:56:25,7442_490014457B_2020-04-02_out_5,2020-04-02 16:46:45,out
True,Lichfield Road,2020-03-18 16:43:11,7059_490G00013517_2020-03-18_in_0,2020-03-18 16:43:29,in
True,Dalston Junction Station,2020-04-02 06:55:42,6143_490005945G_2020-04-02_out_0,2020-04-02 06:46:43,out
True,Canary Wharf Station,2020-03-30 06:48:48,5797_490000038F_2020-03-30_in_0,2020-03-30 06:46:43,in
True,Marsh Wall / Heron Quay,2020-03-25 15:35:38,6139_490005323N_2020-03-25_in_0,2020-03-25 15:35:17,in
True,Mudchute Station  / Spindrift Ave,2020-04-01 18:43:49,7439_490002061B_2020-04-01_in_2,2020-04-01 18:42:14,in
True,St Thomas's Square,2020-04-02 22:35:15,6140_490012462N_2020-04-02_out_0,2020-04-02 22:25:48,out
True,Lichfield Road,2020-03-19 10:53:47,5797_490G00013517_2020-03-19_out_0,2020-03-19 10:35:02,out
True,Maconochies Road,2020-03-18 17:43:32,7336_490G00013564_2020-03-18_in_0,2020-03-18 17:15:13,in
True,Eric Street,2020-04-02 20:20:39,6526_490G00006614_2020-04-02_out_0,2020-04-02 20:19:57,out
True,Mudchute Station,2020-04-02 14:13:30,7059_490002061N_2020-04-02_out_3,2020-04-02 13:46:45,out
True,Holcroft Road,2020-04-02 11:05:11,7275_490008277W_2020-04-02_out_3,2020-04-02 10:58:43,out
True,Barkantine Clinic / Hutchings Street,2020-03-27 09:44:02,7335_490003602N_2020-03-27_in_0,2020-03-27 09:40:34,in
True,Stannard Road,2020-04-02 08:26:24,6143_490012569E_2020-04-02_out_1,2020-04-02 08:22:46,out
True,Eric Street,2020-03-25 15:36:58,6234_490G00006614_2020-03-25_in_0,2020-03-25 15:35:16,in
True,Hackney Town Hall,2020-03-11 14:42:05,6895_490007626B_2020-03-11_in_0,2020-03-11 14:21:17,in
True,Byng Street,2020-04-02 13:58:35,7336_490009545N_2020-04-02_out_4,2020-04-02 13:58:45,out
True,Dalston Junction Station,2020-04-01 10:51:28,6234_490005945G_2020-04-01_out_0,2020-04-01 10:51:03,out
True,Hackney Town Hall,2020-03-11 10:56:53,7442_490007626B_2020-03-11_in_0,2020-03-11 10:51:09,in
True,Barkantine Clinic / Hutchings Street,2020-04-02 08:56:35,7440_490003602N_2020-04-02_in_0,2020-04-02 08:52:43,in
True,Crossharbour Asda,2020-04-01 18:41:00,7441_490008507N2_2020-04-01_out_2,2020-04-01 18:15:12,out
True,Church Crescent,2020-04-05 16:52:53,6306_490007535S_2020-04-05_in_0,2020-04-05 16:23:17,in
True,Victoria Park,2020-04-01 20:17:24,7440_490006025N_2020-04-01_in_3,2020-04-01 20:15:14,in
True,Hackney Town Hall,2020-04-01 14:58:59,7441_490007626B_2020-04-01_out_1,2020-04-01 14:57:12,out
True,Westferry Circus / Canary Wharf Pier,2020-04-02 19:32:27,7439_490014457B_2020-04-02_out_0,2020-04-02 19:30:27,out
True,Ackroyd Drive,2020-04-02 11:12:23,6893_490013846N_2020-04-02_out_2,2020-04-02 11:10:47,out
True,Pixley Street,2020-03-18 16:47:25,6895_490011031S_2020-03-18_in_0,2020-03-18 16:45:31,in
True,Mare Street / Well Street,2020-04-02 18:51:03,6507_490014373LC_2020-04-02_out_0,2020-04-02 18:36:59,out
True,St Paul's Way,2020-03-19 11:49:00,6893_490012881S_2020-03-19_in_0,2020-03-19 11:49:24,in
True,Greenwood Road,2020-03-28 07:38:11,6894_490010160E1_2020-03-28_in_0,2020-03-28 07:09:12,in
True,St Barnabas Church,2020-03-18 17:58:13,6895_490012633S_2020-03-18_out_0,2020-03-18 17:28:53,out
True,Moulins Road,2020-04-01 19:50:14,5494_490G00010068_2020-04-01_out_3,2020-04-01 19:24:46,out
True,Mudchute Station,2020-03-31 08:38:50,5494_490002061N_2020-03-31_in_1,2020-03-31 08:20:11,in
True,East India Dock Road,2020-03-28 07:39:11,6139_490004584N_2020-03-28_out_0,2020-03-28 07:10:11,out
True,Mile End Station / Mile End Road,2020-03-18 16:43:21,7439_490G000925_2020-03-18_out_0,2020-03-18 16:42:44,out
True,Millwall Park,2020-03-11 14:55:27,6140_490G000668_2020-03-11_out_0,2020-03-11 14:55:12,out
True,Byng Street,2020-04-01 18:36:55,5592_490009545N_2020-04-01_out_2,2020-04-01 18:36:13,out
True,West India Avenue,2020-03-31 08:00:55,6893_490014483E_2020-03-31_out_0,2020-03-31 07:58:09,out
True,Crossharbour Asda,2020-03-19 10:47:00,6140_490008507N2_2020-03-19_out_0,2020-03-19 10:23:23,out
True,Greenwood Road,2020-04-02 11:32:54,6893_490010160E1_2020-04-02_out_4,2020-04-02 11:10:46,out
True,Mile End Station / Mile End Road,2020-04-01 14:08:54,6890_490G000925_2020-04-01_out_0,2020-04-01 13:44:13,out
True,St Edmund's School,2020-03-11 14:28:14,5798_490G00012438_2020-03-11_in_0,2020-03-11 14:28:06,in
True,Royal Oak Road,2020-03-19 10:49:06,7275_490010161E_2020-03-19_in_0,2020-03-19 10:48:49,in
True,Arnhem Wharf Primary School,2020-04-01 20:58:19,7275_490G00006092_2020-04-01_in_0,2020-04-01 20:51:12,in
True,Greenwood Road,2020-04-01 19:10:23,7441_490010160E1_2020-04-01_out_3,2020-04-01 19:09:14,out
True,Harbinger School / Masthouse Ter. Pier,2020-04-01 16:41:44,7440_490007774N_2020-04-01_in_1,2020-04-01 16:13:12,in
True,Lichfield Road,2020-04-05 15:48:39,5798_490G00013517_2020-04-05_out_0,2020-04-05 15:41:20,out
True,Victoria Park,2020-03-18 17:16:28,6140_490006025N_2020-03-18_out_0,2020-03-18 17:15:43,out
True,Mudchute Station,2020-04-02 09:12:53,7277_490002061N_2020-04-02_out_3,2020-04-02 09:12:45,out
True,Eric Street,2020-04-06 05:23:01,5494_490G00006614_2020-04-06_out_0,2020-04-06 05:20:18,out
True,Hackney Town Hall,2020-04-01 20:43:15,5663_490007626B_2020-04-01_in_0,2020-04-01 20:42:11,in
True,Sir John Mcdougal Gardens,2020-04-02 10:17:29,6896_490G00012181_2020-04-02_in_2,2020-04-02 09:50:48,in
True,Mudchute Station,2020-04-01 21:40:38,6893_490002061N_2020-04-01_out_6,2020-04-01 21:36:13,out
True,Salter Street,2020-04-02 11:47:34,7440_490011878N_2020-04-02_out_3,2020-04-02 11:18:45,out
True,St Thomas's Square,2020-03-11 15:05:27,6894_490012462N_2020-03-11_out_0,2020-03-11 14:53:32,out
True,Millwall Park,2020-04-02 13:24:24,7335_490G000668_2020-04-02_out_5,2020-04-02 12:54:46,out
True,St Thomas's Square,2020-04-01 17:39:28,7440_490012462N_2020-04-01_out_3,2020-04-01 17:35:11,out
True,St Thomas's Square,2020-04-01 16:13:34,5494_490012462N_2020-04-01_out_1,2020-04-01 16:13:11,out
True,Greenwood Road,2020-04-01 15:01:07,7441_490010160E1_2020-04-01_out_1,2020-04-01 14:31:43,out
True,Victoria Park Road,2020-04-02 15:16:59,6890_490011823S_2020-04-02_out_5,2020-04-02 15:13:18,out
True,Victoria Park Road,2020-03-10 11:42:05,5662_490011823S_2020-03-10_out_0,2020-03-10 11:23:02,out
True,Royal Oak Road,2020-03-25 15:31:06,7441_490010161E_2020-03-25_in_0,2020-03-25 15:28:55,in
True,Lichfield Road,2020-04-02 20:22:54,6526_490G00013517_2020-04-02_out_0,2020-04-02 20:19:58,out
True,Stannard Road,2020-04-02 14:15:04,6893_490012569E_2020-04-02_in_6,2020-04-02 14:12:44,in
True,Mudchute Station,2020-04-02 15:13:34,6893_490002061N_2020-04-02_out_6,2020-04-02 15:13:17,out
True,Hackney Town Hall,2020-03-28 07:44:03,7275_490007626B_2020-03-28_out_0,2020-03-28 07:17:42,out
True,St Paul's Way,2020-04-02 15:21:46,6896_490012881S_2020-04-02_out_5,2020-04-02 14:54:45,out
True,Cuba Street,2020-03-11 11:43:58,6894_490009545S_2020-03-11_in_0,2020-03-11 11:41:17,in
True,East India Dock Road,2020-04-02 17:00:35,7442_490004584N_2020-04-02_out_4,2020-04-02 16:46:45,out
True,Arbery Road,2020-03-28 07:02:32,6894_490003352S_2020-03-28_out_0,2020-03-28 06:47:13,out
True,Hackney Central / Mare Street,2020-04-01 10:25:22,6143_490009644G_2020-04-01_in_0,2020-04-01 10:25:09,in
True,Canary Wharf Station,2020-03-18 18:04:31,6894_490000038F_2020-03-18_in_0,2020-03-18 18:02:14,in
True,Eric Street,2020-03-27 08:57:49,6891_490G00006614_2020-03-27_in_0,2020-03-27 08:36:12,in
True,Graham Road / Hackney Central,2020-03-28 06:57:23,7441_490009644E_2020-03-28_out_0,2020-03-28 06:55:43,out
True,Sir John Mcdougal Gardens,2020-04-01 15:28:26,6893_490G00012181_2020-04-01_out_1,2020-04-01 15:25:45,out
True,Dalston Junction Station,2020-04-02 14:31:10,7335_490005945G_2020-04-02_in_5,2020-04-02 14:02:44,in
True,Lichfield Road,2020-03-18 16:41:31,6895_490G00013517_2020-03-18_in_0,2020-03-18 16:41:12,in
True,Marsh Wall / Heron Quay,2020-04-01 19:28:34,5798_490005323N_2020-04-01_out_3,2020-04-01 19:27:44,out
True,Barkantine Clinic / Hutchings Street,2020-04-02 12:28:23,6896_490003602N_2020-04-02_in_3,2020-04-02 12:00:44,in
True,Mare Street / Well Street,2020-04-05 15:23:27,7336_490014373LC_2020-04-05_out_0,2020-04-05 15:23:15,out
True,Mare Street / Well Street,2020-04-02 11:47:28,7335_490014373LC_2020-04-02_out_4,2020-04-02 11:18:43,out
True,Crews Street,2020-04-02 10:07:45,7441_490008757N_2020-04-02_out_3,2020-04-02 09:50:47,out
True,Westferry Station,2020-04-02 08:47:40,6896_490002083A_2020-04-02_out_1,2020-04-02 08:40:44,out
True,Forest Road,2020-04-01 18:15:22,6893_490006929D_2020-04-01_out_2,2020-04-01 18:12:44,out
True,Dalston Lane / Dalston Junction Stn,2020-03-25 15:06:38,7275_490005945K_2020-03-25_in_0,2020-03-25 14:41:40,in
True,Victoria Park Road,2020-03-11 10:36:44,5494_490011823S_2020-03-11_in_0,2020-03-11 10:27:32,in
True,Hackney Town Hall,2020-04-02 12:26:49,6143_490007626B_2020-04-02_out_4,2020-04-02 12:26:45,out
True,Mudchute Station  / Spindrift Ave,2020-04-02 17:06:51,6234_490002061B_2020-04-02_in_8,2020-04-02 16:49:18,in
True,Langbourne Place,2020-04-01 18:13:45,5797_490013550W_2020-04-01_out_0,2020-04-01 18:12:14,out
True,Crews Street / The Space Theatre,2020-03-25 15:06:54,7336_490008757S_2020-03-25_in_0,2020-03-25 14:59:43,in
True,St Barnabas Church,2020-04-02 11:40:37,7335_490012633S_2020-04-02_out_4,2020-04-02 11:10:46,out
True,Marsh Wall / Heron Quay,2020-04-02 16:59:34,6890_490005323N_2020-04-02_out_8,2020-04-02 16:52:45,out
True,St Edmund's School,2020-04-01 17:30:58,6143_490G00012438_2020-04-01_in_2,2020-04-01 17:27:12,in
True,Roman Road,2020-03-10 11:15:43,7440_490011653S_2020-03-10_in_0,2020-03-10 11:07:02,in
True,Isle Of Dogs Asda,2020-03-10 10:56:38,7336_490G00019912_2020-03-10_in_0,2020-03-10 10:53:30,in
True,Westferry Station,2020-04-02 11:38:14,7277_490002083A_2020-04-02_out_4,2020-04-02 11:10:45,out
True,Holcroft Road,2020-03-27 09:44:05,7275_490008277W_2020-03-27_out_0,2020-03-27 09:37:50,out
True,Limehouse Police Station,2020-04-02 08:14:34,6893_490009159S_2020-04-02_in_2,2020-04-02 07:45:15,in
True,Westferry Station,2020-04-01 21:30:36,6890_490002083A_2020-04-01_in_4,2020-04-01 21:27:12,in
True,Royal Oak Road,2020-03-27 08:57:21,6896_490010161E_2020-03-27_out_0,2020-03-27 08:46:43,out
True,Victoria Park Road,2020-04-01 19:45:24,5798_490011823S_2020-04-01_out_3,2020-04-01 19:42:14,out
True,Marsh Wall / Heron Quay,2020-04-02 10:30:46,5592_490005323N_2020-04-02_in_0,2020-04-02 10:28:48,in
True,West India Avenue,2020-03-10 10:53:17,6890_490014483E_2020-03-10_in_0,2020-03-10 10:52:59,in
True,East Ferry Road,2020-04-02 11:42:16,7059_490006345E_2020-04-02_in_2,2020-04-02 11:16:47,in
True,Isle Of Dogs Asda,2020-04-01 10:53:50,5494_490G00019912_2020-04-01_in_0,2020-04-01 10:51:05,in
True,Pixley Street,2020-04-02 08:37:23,7277_490011031S_2020-04-02_in_1,2020-04-02 08:34:44,in
True,Hackney Central / Mare Street,2020-04-02 10:07:07,5592_490009644G_2020-04-02_in_1,2020-04-02 09:50:45,in
True,Dalston Junction Station,2020-04-02 06:01:52,7275_490005945G_2020-04-02_in_0,2020-04-02 06:01:17,in
True,Church Crescent,2020-04-01 13:50:39,6234_490007535S_2020-04-01_in_1,2020-04-01 13:50:35,in
True,Maconochies Road,2020-04-02 07:35:20,6143_490G00013564_2020-04-02_in_0,2020-04-02 07:35:16,in
True,Victoria Park Road,2020-03-25 15:36:32,6306_490011823S_2020-03-25_out_0,2020-03-25 15:32:29,out
True,Mudchute Station,2020-04-01 16:37:18,7439_490002061N_2020-04-01_in_1,2020-04-01 16:08:10,in
True,Victoria Park Road,2020-04-02 16:05:22,6890_490011823S_2020-04-02_in_5,2020-04-02 16:02:45,in
True,Westferry Station,2020-03-31 08:48:35,6139_490002083A_2020-03-31_out_1,2020-03-31 08:20:42,out
