vehicle_id,bus_stop_name,expected_arrival,time_of_req,direction,arrived
8928_490015157V_2020-04-15_in_0,Putney Bridge Stn  / Gonville Street,2020-04-15 14:16:09,2020-04-15 14:13:58,in,1
8486_490005062HF_2020-04-15_in_0,Chelsea and Westminster Hospital,2020-04-15 14:05:14,2020-04-15 14:05:38,in,1
8928_490012340N_2020-04-15_in_0,Lytton Grove,2020-04-15 14:05:48,2020-04-15 14:05:41,in,1
9330_490015157V_2020-04-15_in_0,Putney Bridge Stn  / Gonville Street,2020-04-15 14:05:47,2020-04-15 14:05:41,in,1
8919_490008380HC_2020-04-15_out_0,Hortensia Road,2020-04-15 14:05:36,2020-04-15 14:05:42,out,1
8919_490005069E_2020-04-15_out_0,Chelsea Football Club,2020-04-15 14:06:59,2020-04-15 14:05:42,out,1
8941_490007841KB_2020-04-15_in_0,Harrods,2020-04-15 14:07:25,2020-04-15 14:07:09,in,1
7556_490011286M_2020-04-15_out_0,Putney Exchange,2020-04-15 14:07:07,2020-04-15 14:07:19,out,1
7555_490003794O_2020-04-15_out_0,British Museum,2020-04-15 14:07:15,2020-04-15 14:06:22,out,1
8928_490G00004634_2020-04-15_in_0,St John's Avenue,2020-04-15 14:06:33,2020-04-15 14:06:23,in,1
8486_490G00003726_2020-04-15_in_0,Fulham Road / Beaufort Street,2020-04-15 14:06:45,2020-04-15 14:06:28,in,1
7939_490008547E_2020-04-15_out_0,Fulham Broadway,2020-04-15 14:06:37,2020-04-15 14:06:30,out,1
8941_490004437W_2020-04-15_in_0,Brompton Square,2020-04-15 14:06:55,2020-04-15 14:06:30,in,1
7774_490000212E_2020-04-15_out_0,South Kensington Station,2020-04-15 14:06:35,2020-04-15 14:06:30,out,1
8941_490G00004436_2020-04-15_in_0,Victoria and Albert Museum,2020-04-15 14:06:23,2020-04-15 14:06:05,in,1
8486_490006514N_2020-04-15_in_0,Old Church Street,2020-04-15 14:08:03,2020-04-15 14:07:53,in,1
8928_490001231B_2020-04-15_in_0,Putney Station,2020-04-15 14:07:56,2020-04-15 14:07:55,in,1
7556_490001231B_2020-04-15_out_0,Putney Station,2020-04-15 14:09:08,2020-04-15 14:08:54,out,1
8928_490011286M_2020-04-15_in_0,Putney Exchange,2020-04-15 14:09:26,2020-04-15 14:09:52,in,1
8940_490011816N_2020-04-15_in_0,Montague Street,2020-04-15 14:08:30,2020-04-15 14:08:03,in,1
8919_490000084M_2020-04-15_out_0,Fulham Broadway Station,2020-04-15 14:08:25,2020-04-15 14:06:02,out,1
7774_490015421S_2020-04-15_out_0,Royal Brompton Hosp / Royal Marsden Hosp,2020-04-15 14:08:47,2020-04-15 14:08:07,out,1
7774_490G00010603_2020-04-15_out_0,Onslow Square,2020-04-15 14:08:13,2020-04-15 14:06:11,out,1
7939_490G000699_2020-04-15_out_0,Parsons Green Lane / Fulham Library,2020-04-15 14:09:28,2020-04-15 14:06:13,out,1
9330_490007051N_2020-04-15_in_0,Fulham High Street,2020-04-15 14:07:42,2020-04-15 14:07:05,in,1
8486_490015421S_2020-04-15_in_0,Royal Brompton Hosp / Royal Marsden Hosp,2020-04-15 14:08:33,2020-04-15 14:08:24,in,1
9330_490007054W_2020-04-15_in_0,Fulham Palace Road,2020-04-15 14:08:22,2020-04-15 14:07:30,in,1
8940_490003794O_2020-04-15_in_0,British Museum,2020-04-15 14:07:38,2020-04-15 14:06:28,in,1
9330_490010123W2_2020-04-15_in_0,Munster Road,2020-04-15 14:09:01,2020-04-15 14:09:27,in,1
8941_490G00130KD_2020-04-15_in_0,Knightsbridge Station,2020-04-15 14:07:46,2020-04-15 14:07:35,in,1
8486_490015173D_2020-04-15_in_0,Sth Kensington Stn  / Old Brompton Rd,2020-04-15 14:11:09,2020-04-15 14:09:49,in,1
8941_490000119T_2020-04-15_in_0,Hyde Park Corner Station,2020-04-15 14:10:21,2020-04-15 14:07:55,in,1
8940_490G00200H_2020-04-15_in_0,Russell Square,2020-04-15 14:09:54,2020-04-15 14:07:56,in,1
