arrived,bus_stop_name,expected_arrival,vehicle_id,time_of_req,direction
True,Hampton Street,2020-04-02 18:24:21,7536_490007739N_2020-04-02_in_6,2020-04-02 18:24:35,in
True,Inner London Crown Court,2020-04-02 11:24:46,9757_490003548B_2020-04-02_out_3,2020-04-02 11:16:44,out
True,Hampton Street,2020-04-02 04:43:09,9050_490007739N_2020-04-02_in_0,2020-04-02 04:41:15,in
True,Fenchurch Street,2020-04-02 22:50:22,8199_490000148U_2020-04-02_out_8,2020-04-02 22:48:37,out
True,Gresham Road / Brixton Police Station,2020-04-05 15:30:06,9324_490004361K_2020-04-05_out_0,2020-04-05 15:21:18,out
True,Rookery Road,2020-04-02 06:42:09,9419_490011673E_2020-04-02_in_0,2020-04-02 06:38:47,in
True,Borough Station,2020-04-02 18:45:56,8355_490000026A_2020-04-02_out_3,2020-04-02 18:45:35,out
True,Lambeth Town Hall,2020-04-02 05:14:13,8435_490008919A_2020-04-02_out_0,2020-04-02 04:45:18,out
True,Park Hill,2020-04-02 08:40:50,7753_490010776E_2020-04-02_in_0,2020-04-02 08:32:46,in
True,Denmark Hill / Camberwell Green,2020-04-03 00:54:58,7768_490004687Q_2020-04-03_in_0,2020-04-03 00:55:08,in
True,Elephant & Castle / Newington Causeway,2020-04-02 10:32:29,9632_490000073F_2020-04-02_out_1,2020-04-02 10:28:49,out
True,Cedars Road,2020-04-06 07:43:07,9147_490004913E_2020-04-06_out_0,2020-04-06 07:26:33,out
True,Liverpool Street Station,2020-04-03 03:42:59,7768_490000138F_2020-04-03_out_1,2020-04-03 03:41:17,out
True,Rookery Road,2020-04-02 04:41:27,9757_490011673E_2020-04-02_in_0,2020-04-02 04:40:46,in
True,Inner London Crown Court,2020-04-05 18:00:02,9324_490003548B_2020-04-05_out_1,2020-04-05 17:59:15,out
True,Rookery Road,2020-04-02 07:45:12,7536_490011673E_2020-04-02_out_0,2020-04-02 07:45:18,out
True,Lambeth Town Hall,2020-04-02 20:29:00,7753_490008919A_2020-04-02_out_2,2020-04-02 20:27:38,out
True,Denmark Hill / Camberwell Green,2020-04-02 20:47:36,8873_490004687Q_2020-04-02_in_2,2020-04-02 20:45:37,in
True,Clapham Junction Station  / The Falcon,2020-04-03 02:07:50,8355_490G000462_2020-04-03_in_1,2020-04-03 01:39:35,in
True,Valmar Road,2020-04-02 14:58:44,8490_490014004X_2020-04-02_in_2,2020-04-02 14:55:17,in
True,Medlar Street,2020-04-02 21:22:47,7681_490009784A_2020-04-02_out_7,2020-04-02 21:21:35,out
True,Cedars Road,2020-04-06 07:55:23,9418_490004913E_2020-04-06_out_1,2020-04-06 07:26:33,out
True,Cedars Road,2020-04-02 22:58:18,8490_490004913E_2020-04-02_out_4,2020-04-02 22:58:09,out
True,Loughborough Junction Station,2020-04-02 15:46:19,9415_490011090S_2020-04-02_in_1,2020-04-02 15:45:17,in
True,Sisters Avenue,2020-04-02 09:22:33,7681_490012182E_2020-04-02_out_2,2020-04-02 09:19:17,out
True,Liverpool Street Station,2020-04-06 01:51:38,9349_490000138F_2020-04-06_in_0,2020-04-06 01:43:23,in
True,Shakespeare Road,2020-04-06 04:46:42,7770_490012036E_2020-04-06_out_0,2020-04-06 04:30:06,out
True,Northcote Road,2020-04-02 10:02:20,8485_490005333Z_2020-04-02_out_2,2020-04-02 09:54:45,out
True,Wyndham Road,2020-04-02 16:21:13,9050_490014979N2_2020-04-02_in_4,2020-04-02 16:19:16,in
True,Long Road / Clapham Common,2020-04-02 14:28:33,8199_490015236M_2020-04-02_out_3,2020-04-02 14:16:47,out
True,Primrose Street,2020-04-02 12:16:08,8490_490011187N_2020-04-02_in_0,2020-04-02 12:14:44,in
True,Loughborough Junction Station,2020-04-02 13:26:25,8211_490011090S_2020-04-02_in_3,2020-04-02 13:18:46,in
True,Elephant & Castle / Newington Causeway,2020-04-02 19:43:19,8490_490000073F_2020-04-02_out_2,2020-04-02 19:43:09,out
True,Clapham Junction Station  / The Falcon,2020-04-02 06:50:54,9757_490G000462_2020-04-02_in_1,2020-04-02 06:21:18,in
True,Wormwood Street,2020-04-06 05:58:13,7770_490004043N2_2020-04-06_in_0,2020-04-06 05:51:20,in
True,Bowyer Place,2020-04-02 21:09:34,8625_490G00004221_2020-04-02_out_5,2020-04-02 21:09:38,out
True,Loughborough Junction Station,2020-04-02 10:08:34,8211_490011090S_2020-04-02_in_0,2020-04-02 09:50:47,in
True,Fenchurch Street,2020-04-02 13:46:17,9415_490000148U_2020-04-02_out_1,2020-04-02 13:44:46,out
True,Inner London Crown Court,2020-04-02 22:54:50,7681_490003548B_2020-04-02_in_6,2020-04-02 22:54:36,in
True,Brixton Station,2020-04-02 18:52:26,9415_490G00031N_2020-04-02_in_2,2020-04-02 18:51:36,in
True,Park Hill,2020-04-02 09:24:06,9755_490010776E_2020-04-02_out_1,2020-04-02 09:19:17,out
True,Brixton Station Road,2020-04-02 06:56:31,8485_490G00014794_2020-04-02_out_1,2020-04-02 06:29:19,out
True,Sisters Avenue,2020-04-05 15:49:31,9324_490012182E_2020-04-05_out_0,2020-04-05 15:40:47,out
True,Threadneedle Street,2020-04-02 13:39:12,9419_490009037N_2020-04-02_in_3,2020-04-02 13:38:45,in
True,Clapham Common Station,2020-04-05 15:06:38,7906_490000050E_2020-04-05_in_0,2020-04-05 15:01:17,in
True,Rookery Road,2020-04-02 09:38:07,8355_490011673E_2020-04-02_out_0,2020-04-02 09:37:18,out
True,Gresham Road / Brixton Police Station,2020-04-02 22:33:55,7681_490004361K_2020-04-02_in_8,2020-04-02 22:24:39,in
