vehicle_id,bus_stop_name,expected_arrival,time_of_req,direction,arrived
14537_490011822W_2020-04-24_in_0,Knightsbridge Barracks,2020-04-24 09:57:10,2020-04-24 09:55:57,in,1
15447_490007960R_2020-04-24_out_0,Haymarket / Jermyn Street,2020-04-24 09:58:26,2020-04-24 09:56:00,out,1
15364_490008990Q_2020-04-24_in_0,Latymer Court,2020-04-24 09:56:14,2020-04-24 09:56:07,in,1
15447_490013767S_2020-04-24_out_0,Trafalgar Square,2020-04-24 09:59:27,2020-04-24 09:59:06,out,1
15455_490005528Y_2020-04-24_in_0,The Design Museum,2020-04-24 09:58:45,2020-04-24 09:56:11,in,1
14566_490003112J_2020-04-24_in_0,Bedford Street,2020-04-24 09:57:08,2020-04-24 09:56:14,in,1
14510_490008652C_2020-04-24_out_0,Kensington Olympia Station,2020-04-24 09:57:50,2020-04-24 09:56:16,out,1
14566_490000179B_2020-04-24_in_0,Piccadilly Circus,2020-04-24 10:01:12,2020-04-24 10:00:41,in,1
14566_490013766H_2020-04-24_in_0,Charing Cross Station,2020-04-24 09:58:06,2020-04-24 09:56:17,in,1
15551_490000130KE_2020-04-24_out_0,Knightsbridge Station  / Harrods,2020-04-24 10:01:00,2020-04-24 09:57:49,out,1
14537_490000130KE_2020-04-24_in_0,Knightsbridge Station  / Harrods,2020-04-24 09:56:11,2020-04-24 09:55:56,in,1
14510_490010357F_2020-04-24_out_0,North End Road,2020-04-24 09:56:16,2020-04-24 09:55:53,out,1
14537_490011198W_2020-04-24_in_0,Prince Of Wales Gate,2020-04-24 09:57:41,2020-04-24 09:55:53,in,1
14537_490011750W_2020-04-24_in_0,Royal Albert Hall,2020-04-24 10:00:24,2020-04-24 09:55:59,in,1
14566_490013767S_2020-04-24_in_0,Trafalgar Square,2020-04-24 09:58:53,2020-04-24 09:57:31,in,1
14510_490008287E_2020-04-24_out_0,Holland Road,2020-04-24 09:59:14,2020-04-24 09:57:34,out,1
14544_490011822E_2020-04-24_out_0,Rutland Gardens,2020-04-24 09:56:26,2020-04-24 09:56:10,out,1
14566_490011515Z_2020-04-24_in_0,Regent Street / St James's,2020-04-24 09:59:48,2020-04-24 09:57:41,in,1
14510_490010984T_2020-04-24_out_0,Phillimore Gardens,2020-04-24 10:01:35,2020-04-24 10:00:38,out,1
14537_490010728E_2020-04-24_in_0,Palace Gate,2020-04-24 10:00:55,2020-04-24 09:59:14,in,1
14575_490000093PE_2020-04-24_in_0,Green Park Station,2020-04-24 09:59:33,2020-04-24 09:58:53,in,1
14510_490003106E_2020-04-24_out_0,Warwick Gardens,2020-04-24 09:59:55,2020-04-24 09:57:30,out,1
14566_490011938U_2020-04-24_in_0,Savoy Street,2020-04-24 09:56:24,2020-04-24 09:56:04,in,1
15551_490010728E_2020-04-24_out_0,Palace Gate,2020-04-24 09:56:27,2020-04-24 09:56:06,out,1
15551_490011334E1_2020-04-24_out_0,Queen's Gate,2020-04-24 09:57:11,2020-04-24 09:56:09,out,1
15447_490000179B_2020-04-24_out_0,Piccadilly Circus,2020-04-24 09:56:44,2020-04-24 09:56:09,out,1
15551_490011822E_2020-04-24_out_0,Rutland Gardens,2020-04-24 09:59:59,2020-04-24 09:57:40,out,1
14575_490010526G_2020-04-24_in_0,Old Bond Street / Royal Academy,2020-04-24 09:57:13,2020-04-24 09:56:11,in,1
15364_490007704QA_2020-04-24_in_0,Hammersmith Broadway,2020-04-24 09:58:11,2020-04-24 09:56:13,in,1
15455_490003106E_2020-04-24_in_0,Warwick Gardens,2020-04-24 09:59:45,2020-04-24 09:56:15,in,1
14575_490007492E_2020-04-24_in_0,Green Park / Constitution Hill,2020-04-24 10:01:01,2020-04-24 10:00:25,in,1
14552_490013766E_2020-04-24_out_0,Charing Cross Stn / Trafalgar Square,2020-04-24 09:55:54,2020-04-24 09:55:58,out,1
14537_490006691W_2020-04-24_in_0,Exhibition Road,2020-04-24 09:58:26,2020-04-24 09:55:58,in,1
14544_490000119T_2020-04-24_out_0,Hyde Park Corner Station,2020-04-24 10:00:40,2020-04-24 10:00:24,out,1
15551_490011198W_2020-04-24_out_0,Prince Of Wales Gate,2020-04-24 09:59:15,2020-04-24 09:59:07,out,1
14575_490000179B_2020-04-24_in_0,Piccadilly Circus,2020-04-24 09:56:26,2020-04-24 09:56:16,in,1
14552_490012247A_2020-04-24_out_0,Southampton Street / Covent Garden,2020-04-24 09:57:08,2020-04-24 09:56:18,out,1
15447_490013766E_2020-04-24_out_0,Charing Cross Stn / Trafalgar Square,2020-04-24 10:01:07,2020-04-24 09:58:57,out,1
14552_490019703E_2020-04-24_out_0,Aldwych / Drury Lane,2020-04-24 10:00:03,2020-04-24 10:00:23,out,1
15455_490010984T_2020-04-24_in_0,Phillimore Gardens,2020-04-24 09:57:33,2020-04-24 09:56:05,in,1
15551_490011750W_2020-04-24_out_0,Royal Albert Hall,2020-04-24 09:57:38,2020-04-24 09:57:43,out,1
14544_490000130KE_2020-04-24_out_0,Knightsbridge Station  / Harrods,2020-04-24 09:57:47,2020-04-24 09:57:49,out,1
14537_490011761M_2020-04-24_in_0,Kensington Palace,2020-04-24 10:01:33,2020-04-24 10:00:42,in,1
15455_490000110F_2020-04-24_in_0,High Street Kensington Station,2020-04-24 09:56:15,2020-04-24 09:55:56,in,1
14510_490005528Y_2020-04-24_out_0,The Design Museum,2020-04-24 09:59:04,2020-04-24 09:58:56,out,1
15447_490019703E_2020-04-24_out_0,Aldwych / Drury Lane,2020-04-24 10:04:44,2020-04-24 09:56:00,out,1
14537_490010984T_2020-04-24_in_0,Phillimore Gardens,2020-04-24 10:04:46,2020-04-24 10:04:03,in,1
14576_490003193R_2020-04-24_in_0,Aldwych / Somerset House,2020-04-24 10:02:10,2020-04-24 09:55:55,in,1
14537_490000110F_2020-04-24_in_0,High Street Kensington Station,2020-04-24 10:03:27,2020-04-24 10:03:53,in,1
