arrived,bus_stop_name,expected_arrival,vehicle_id,time_of_req,direction
True,Golders Green / Finchley Road,2020-03-11 10:56:44,20167_490007267GL_2020-03-11_out_0,2020-03-11 10:51:47,out
True,Kilburn High Rd Stn  / Cambridge Avenue,2020-03-10 11:30:51,20151_490015243Y_2020-03-10_out_0,2020-03-10 11:23:02,out
True,Notting Hill Gate Station,2020-03-19 11:16:02,20154_490000167G_2020-03-19_out_0,2020-03-19 10:46:34,out
True,Llanvanor Road,2020-03-25 15:01:42,20155_490009232S_2020-03-25_out_0,2020-03-25 14:52:14,out
True,Kilburn High Road,2020-03-25 15:27:40,20164_490008710P_2020-03-25_out_0,2020-03-25 15:06:45,out
True,Golders Green Station,2020-03-18 17:27:15,20161_490015497GC_2020-03-18_in_0,2020-03-18 17:26:57,in
True,Phillimore Gardens,2020-03-19 10:48:00,20497_490010984T_2020-03-19_out_0,2020-03-19 10:42:44,out
True,Lyndale Avenue,2020-03-11 14:27:36,20167_490015362N_2020-03-11_in_0,2020-03-11 14:25:13,in
True,Golders Green Station,2020-03-11 10:57:01,20167_490015497GC_2020-03-11_out_0,2020-03-11 10:51:12,out
True,Brunel Estate,2020-03-18 17:58:26,20492_490G00014404_2020-03-18_out_0,2020-03-18 17:29:29,out
True,Pembroke Road,2020-03-25 15:29:09,20152_490011943S_2020-03-25_out_0,2020-03-25 15:28:56,out
True,West Cromwell Road,2020-03-19 11:15:46,20157_490014257E_2020-03-19_out_0,2020-03-19 10:46:34,out
True,Westbourne Park Station,2020-03-18 17:56:59,20152_490000259B_2020-03-18_in_0,2020-03-18 17:29:29,in
True,Quex Road,2020-03-27 09:02:57,20157_490011375K_2020-03-27_out_0,2020-03-27 09:03:11,out
True,Golders Green Station,2020-03-11 10:14:06,20160_490015497GC_2020-03-11_out_0,2020-03-11 10:13:37,out
True,West Hampstead Police Station,2020-03-18 17:07:22,20162_490014468S_2020-03-18_in_0,2020-03-18 16:39:11,in
True,Pembroke Place,2020-03-27 09:43:21,20493_490005528Q_2020-03-27_out_0,2020-03-27 09:18:39,out
True,York House Place / Kensington High St,2020-03-18 17:36:40,20164_490010536K_2020-03-18_in_0,2020-03-18 17:25:36,in
True,Chippenham Road / Shirland Road,2020-03-27 08:13:58,20169_490013297S2_2020-03-27_out_0,2020-03-27 08:11:13,out
True,Phillimore Gardens,2020-03-18 16:50:02,20163_490010984T_2020-03-18_out_0,2020-03-18 16:40:44,out
True,Kilburn High Road / Quex Road,2020-03-27 09:02:11,20169_490G000620_2020-03-27_in_0,2020-03-27 08:36:24,in
True,Kilburn High Road / Quex Road,2020-03-18 16:57:31,20155_490G000620_2020-03-18_in_0,2020-03-18 16:35:56,in
True,Chippenham Road / Shirland Road,2020-04-01 20:19:48,20165_490013297S2_2020-04-01_in_0,2020-04-01 20:18:12,in
True,St Stephens Gardens,2020-03-11 11:00:36,20151_490012948S_2020-03-11_in_0,2020-03-11 10:51:10,in
True,Notting Hill Gate Station,2020-03-25 15:38:24,20152_490000167G_2020-03-25_out_0,2020-03-25 15:34:44,out
True,Lyndale Avenue,2020-03-19 11:04:36,20163_490015362N_2020-03-19_in_0,2020-03-19 10:49:19,in
True,Edith Grove / King's Road,2020-03-11 11:15:22,20155_490015066S_2020-03-11_in_0,2020-03-11 10:51:10,in
True,Hendon Way,2020-03-27 08:37:05,20493_490008061S_2020-03-27_in_0,2020-03-27 08:36:23,in
True,Shrewsbury Road / Brunel Estate,2020-03-27 08:40:12,20159_490008697N_2020-03-27_in_0,2020-03-27 08:38:43,in
True,High Street Kensington Station,2020-03-18 16:50:53,20163_490000110E_2020-03-18_out_0,2020-03-18 16:41:12,out
True,St Stephens Gardens,2020-03-10 11:48:58,20165_490012948S_2020-03-10_out_0,2020-03-10 11:23:00,out
True,Fulham Road / Chelsea & Westminster Hosp,2020-03-18 17:45:20,20155_490007055HK_2020-03-18_in_0,2020-03-18 17:15:44,in
True,High Street Kensington Station,2020-03-11 09:58:18,20161_490000110E_2020-03-11_in_0,2020-03-11 09:57:42,in
True,Kilburn High Rd Stn  / Cambridge Avenue,2020-03-25 14:53:16,20159_490015243Y_2020-03-25_out_0,2020-03-25 14:53:13,out
