arrived,bus_stop_name,expected_arrival,vehicle_id,time_of_req,direction
True,Trafalgar Square,2020-04-02 20:44:09,10275_490013767S_2020-04-02_in_6,2020-04-02 20:40:08,in
True,Chippenham Road,2020-04-02 12:37:41,9976_490005188W_2020-04-02_out_1,2020-04-02 12:24:44,out
True,Chippenham Gardens,2020-04-02 09:03:26,10275_490G00005186_2020-04-02_out_1,2020-04-02 08:52:44,out
True,Sutherland Avenue,2020-04-02 20:26:52,11742_490G00019111_2020-04-02_out_1,2020-04-02 20:21:37,out
True,Trafalgar Square,2020-04-06 07:32:33,19669_490013767S_2020-04-06_in_1,2020-04-06 07:26:32,in
True,Edgware Road / Praed Street,2020-04-02 22:55:39,19407_490G000776_2020-04-02_in_0,2020-04-02 22:55:07,in
True,Clare Road,2020-04-02 11:40:35,10801_490G00010834_2020-04-02_out_0,2020-04-02 11:10:45,out
True,Orchardson Street,2020-04-02 08:07:57,19405_490010621S_2020-04-02_in_0,2020-04-02 08:07:15,in
True,Southampton Street / Covent Garden,2020-04-02 13:03:38,11808_490G00012247_2020-04-02_in_1,2020-04-02 12:50:47,in
True,Edgware Road Station,2020-04-02 21:09:47,10632_490006428D_2020-04-02_in_7,2020-04-02 21:09:35,in
True,Hansel Road,2020-04-02 22:27:58,9976_490004444N_2020-04-02_out_5,2020-04-02 22:27:35,out
True,Elgin Avenue,2020-04-02 18:24:41,19405_490006471E_2020-04-02_in_3,2020-04-02 18:18:36,in
True,Dorchester Hotel,2020-04-02 19:28:07,19405_490006111N2_2020-04-02_out_6,2020-04-02 19:27:35,out
True,Okehampton Road,2020-04-06 02:36:27,19666_490010521N_2020-04-06_out_0,2020-04-06 02:30:53,out
True,Wakeman Road,2020-04-02 23:18:26,10268_490003577W_2020-04-02_out_5,2020-04-02 23:15:35,out
True,Marble Arch Station  / Edgware Road,2020-04-06 09:03:24,19672_490000144H_2020-04-06_in_0,2020-04-06 09:02:36,in
True,Marble Arch Station  / Park Lane,2020-04-02 09:53:30,10629_490000144R_2020-04-02_in_2,2020-04-02 09:53:15,in
