arrived,bus_stop_name,expected_arrival,vehicle_id,time_of_req,direction
True,Hammersmith Hospital,2020-03-27 08:31:11,10535_490007707E_2020-03-27_in_0,2020-03-27 08:11:12,in
True,St Mary's Hospital,2020-03-30 06:46:13,10543_490012797N_2020-03-30_in_0,2020-03-30 06:43:43,in
True,East Acton Station / Fitzneal Street,2020-04-02 11:57:41,19404_490000065C_2020-04-02_in_1,2020-04-02 11:57:16,in
True,St Stephens Gardens,2020-04-01 20:12:40,11142_490012948S_2020-04-01_out_3,2020-04-01 20:12:12,out
True,Hammersmith Hospital,2020-03-30 05:53:48,10432_490007707E_2020-03-30_out_0,2020-03-30 05:28:11,out
True,East Acton Station  / Erconwald Street,2020-03-25 15:03:35,11142_490006211B_2020-03-25_in_0,2020-03-25 14:41:38,in
True,Porchester Terrace North,2020-04-01 18:37:10,11142_490G00011119_2020-04-01_in_2,2020-04-01 18:09:13,in
True,Queensway,2020-03-10 11:02:29,9890_490G00011366_2020-03-10_in_0,2020-03-10 11:02:03,in
True,St Charles Health & Wellbeing Centre,2020-03-31 07:04:13,10431_490012645S_2020-03-31_in_0,2020-03-31 07:03:42,in
True,Wulfstan Street,2020-04-01 21:38:02,10429_490014971D_2020-04-01_out_2,2020-04-01 21:36:13,out
True,Portobello Road,2020-04-01 17:27:55,10545_490011137E1_2020-04-01_in_1,2020-04-01 17:27:10,in
True,Dalgarno Gardens,2020-04-02 14:29:11,10431_490005936E_2020-04-02_in_1,2020-04-02 14:01:15,in
True,St Mary's Hospital,2020-04-02 19:06:46,10431_490012797N_2020-04-02_in_4,2020-04-02 19:06:37,in
True,North Pole Road,2020-04-01 21:33:47,9890_490010398N_2020-04-01_in_4,2020-04-01 21:30:13,in
True,St Charles Health & Wellbeing Centre,2020-03-25 15:54:05,10535_490012645S_2020-03-25_in_0,2020-03-25 15:28:57,in
True,Paddington Station,2020-04-02 10:16:33,19404_490G01221H_2020-04-02_in_0,2020-04-02 09:50:47,in
True,St Charles Health & Wellbeing Centre,2020-04-01 12:54:15,9890_490012645S_2020-04-01_out_0,2020-04-01 12:54:11,out
True,Sussex Gardens,2020-04-02 13:37:17,10430_490013046N_2020-04-02_out_2,2020-04-02 13:34:47,out
True,Paddington Station,2020-04-01 10:01:29,10432_490G01221H_2020-04-01_out_0,2020-04-01 09:43:04,out
True,Cambridge Gardens / Ladbroke Grove,2020-04-05 15:54:53,10431_490004702L_2020-04-05_in_0,2020-04-05 15:42:43,in
True,St Stephens Gardens,2020-04-02 21:31:09,10296_490012948S_2020-04-02_in_4,2020-04-02 21:30:35,in
True,Wulfstan Street,2020-04-02 05:37:58,11142_490014971D_2020-04-02_out_0,2020-04-02 05:28:45,out
True,North Pole Road / Scrubs Lane,2020-03-10 11:30:40,10535_490011962E_2020-03-10_in_0,2020-03-10 11:23:00,in
True,Sussex Gardens,2020-03-10 10:53:42,11142_490013046N_2020-03-10_out_0,2020-03-10 10:53:29,out
