vehicle_id,bus_stop_name,expected_arrival,time_of_req,direction,arrived
10429_490001221F_2020-04-23_in_0,Paddington Station,2020-04-23 04:49:40,2020-04-23 04:48:38,in,1
10429_490012797N_2020-04-23_in_0,St Mary's Hospital,2020-04-23 04:50:07,2020-04-23 04:50:24,in,1
10429_490013046N_2020-04-23_in_0,Sussex Gardens,2020-04-23 04:51:43,2020-04-23 04:51:29,in,1
10429_490000144K_2020-04-23_in_0,Marble Arch Station,2020-04-23 04:53:38,2020-04-23 04:53:19,in,1
10429_490007167V_2020-04-23_in_0,George Street,2020-04-23 04:52:25,2020-04-23 04:48:21,in,1
19404_490010531OS_2020-04-23_out_0,New Bond Street,2020-04-23 04:54:50,2020-04-23 04:48:29,out,1
10555_490015061O_2020-04-23_in_0,Brunel Road,2020-04-23 04:55:20,2020-04-23 04:48:32,in,1
19404_490000144K_2020-04-23_out_0,Marble Arch Station,2020-04-23 04:55:24,2020-04-23 04:55:21,out,1
10541_490004699S_2020-04-23_in_0,Oxford Gardens,2020-04-23 04:54:04,2020-04-23 04:53:15,in,1
10541_490004702L_2020-04-23_in_0,Cambridge Gardens / Ladbroke Grove,2020-04-23 04:54:41,2020-04-23 04:53:19,in,1
10541_490000131A_2020-04-23_in_0,Ladbroke Grove Station,2020-04-23 04:55:21,2020-04-23 04:53:19,in,1
10429_490011985E_2020-04-23_in_0,Selfridges,2020-04-23 04:55:22,2020-04-23 04:53:15,in,1
10555_490013349A_2020-04-23_in_0,The Fairway,2020-04-23 04:55:50,2020-04-23 04:48:36,in,1
10555_490006211B_2020-04-23_in_0,East Acton Station  / Erconwald Street,2020-04-23 04:56:41,2020-04-23 04:56:39,in,1
10429_490015196OF_2020-04-23_in_0,Oxford Circus Station  / John Lewis,2020-04-23 04:56:28,2020-04-23 04:53:47,in,1
10541_490011137E1_2020-04-23_in_0,Portobello Road,2020-04-23 04:55:34,2020-04-23 04:55:03,in,1
