vehicle_id,bus_stop_name,direction,expected_arrival,timestamp,arrived
15364_1581632863224,Green Park Station,outbound,2020-02-13 22:35:09,2020-02-13 22:27:43.224000,False
15460_1581632863224,Green Park Station,outbound,2020-02-13 22:45:05,2020-02-13 22:27:43.224000,False
15055_1581632863224,Green Park Station,outbound,2020-02-13 22:57:29,2020-02-13 22:27:43.224000,False
14510_1581632863304,Green Park Station,inbound,2020-02-13 22:28:18,2020-02-13 22:27:43.304000,False
14576_1581632863304,Green Park Station,inbound,2020-02-13 22:44:12,2020-02-13 22:27:43.304000,False
14523_1581632863304,Green Park Station,inbound,2020-02-13 22:51:56,2020-02-13 22:27:43.304000,False
15457_1581632863304,Green Park Station,inbound,2020-02-13 22:53:23,2020-02-13 22:27:43.304000,False
15460_1581632863380,High Street Kensington Station,outbound,2020-02-13 22:28:38,2020-02-13 22:27:43.380000,False
15448_1581632863380,High Street Kensington Station,outbound,2020-02-13 22:52:50,2020-02-13 22:27:43.380000,False
15055_1581632863380,High Street Kensington Station,outbound,2020-02-13 22:41:42,2020-02-13 22:27:43.380000,False
14544_1581632863459,High Street Kensington Station,inbound,2020-02-13 22:29:20,2020-02-13 22:27:43.459000,False
14510_1581632863459,High Street Kensington Station,inbound,2020-02-13 22:43:59,2020-02-13 22:27:43.459000,False
14510_1581632863521,Hyde Park Corner Station,inbound,2020-02-13 22:31:22,2020-02-13 22:27:43.521000,False
14576_1581632863521,Hyde Park Corner Station,inbound,2020-02-13 22:46:52,2020-02-13 22:27:43.521000,False
14523_1581632863521,Hyde Park Corner Station,inbound,2020-02-13 22:54:34,2020-02-13 22:27:43.521000,False
15457_1581632863521,Hyde Park Corner Station,inbound,2020-02-13 22:56:51,2020-02-13 22:27:43.521000,False
15364_1581632863588,Hyde Park Corner Station,outbound,2020-02-13 22:31:00,2020-02-13 22:27:43.588000,False
15460_1581632863588,Hyde Park Corner Station,outbound,2020-02-13 22:40:19,2020-02-13 22:27:43.588000,False
15055_1581632863588,Hyde Park Corner Station,outbound,2020-02-13 22:53:02,2020-02-13 22:27:43.588000,False
14510_1581632863661,Knightsbridge Station  / Harrods,inbound,2020-02-13 22:34:44,2020-02-13 22:27:43.661000,False
14576_1581632863661,Knightsbridge Station  / Harrods,inbound,2020-02-13 22:46:57,2020-02-13 22:27:43.661000,False
15364_1581632863713,Piccadilly Circus,outbound,2020-02-13 22:40:36,2020-02-13 22:27:43.713000,False
15460_1581632863713,Piccadilly Circus,outbound,2020-02-13 22:49:20,2020-02-13 22:27:43.713000,False
14576_1581632863771,Piccadilly Circus,inbound,2020-02-13 22:39:12,2020-02-13 22:27:43.771000,False
14523_1581632863771,Piccadilly Circus,inbound,2020-02-13 22:47:00,2020-02-13 22:27:43.771000,False
15457_1581632863771,Piccadilly Circus,inbound,2020-02-13 22:50:13,2020-02-13 22:27:43.771000,False
15448_1581632863834,Warwick Gardens,outbound,2020-02-13 22:50:21,2020-02-13 22:27:43.834000,False
15055_1581632863834,Warwick Gardens,outbound,2020-02-13 22:39:17,2020-02-13 22:27:43.834000,False
14544_1581632863896,Warwick Gardens,inbound,2020-02-13 22:32:07,2020-02-13 22:27:43.896000,False
14510_1581632863896,Warwick Gardens,inbound,2020-02-13 22:45:50,2020-02-13 22:27:43.896000,False
14576_1581632863963,Bedford Street,inbound,2020-02-13 22:33:10,2020-02-13 22:27:43.963000,False
14523_1581632863963,Bedford Street,inbound,2020-02-13 22:41:04,2020-02-13 22:27:43.963000,False
15457_1581632863963,Bedford Street,inbound,2020-02-13 22:42:17,2020-02-13 22:27:43.963000,False
14576_1581632864005,Aldwych / Somerset House,inbound,2020-02-13 22:30:15,2020-02-13 22:27:44.005000,False
14523_1581632864005,Aldwych / Somerset House,inbound,2020-02-13 22:37:50,2020-02-13 22:27:44.005000,False
15457_1581632864005,Aldwych / Somerset House,inbound,2020-02-13 22:39:37,2020-02-13 22:27:44.005000,False
14544_1581632864088,Brook Green,inbound,2020-02-13 22:36:42,2020-02-13 22:27:44.088000,False
14510_1581632864088,Brook Green,inbound,2020-02-13 22:48:57,2020-02-13 22:27:44.088000,False
15448_1581632864146,Brook Green,outbound,2020-02-13 22:47:08,2020-02-13 22:27:44.146000,False
15055_1581632864146,Brook Green,outbound,2020-02-13 22:36:08,2020-02-13 22:27:44.146000,False
14544_1581632864209,The Design Museum,inbound,2020-02-13 22:31:21,2020-02-13 22:27:44.209000,False
14510_1581632864209,The Design Museum,inbound,2020-02-13 22:45:13,2020-02-13 22:27:44.209000,False
15448_1581632864271,The Design Museum,outbound,2020-02-13 22:50:50,2020-02-13 22:27:44.271000,False
15055_1581632864271,The Design Museum,outbound,2020-02-13 22:39:50,2020-02-13 22:27:44.271000,False
14510_1581632864338,Exhibition Road,inbound,2020-02-13 22:36:48,2020-02-13 22:27:44.338000,False
14576_1581632864338,Exhibition Road,inbound,2020-02-13 22:50:39,2020-02-13 22:27:44.338000,False
14510_1581632864396,Green Park / Constitution Hill,inbound,2020-02-13 22:29:26,2020-02-13 22:27:44.396000,False
14576_1581632864396,Green Park / Constitution Hill,inbound,2020-02-13 22:45:08,2020-02-13 22:27:44.396000,False
14523_1581632864396,Green Park / Constitution Hill,inbound,2020-02-13 22:52:29,2020-02-13 22:27:44.396000,False
15457_1581632864396,Green Park / Constitution Hill,inbound,2020-02-13 22:54:19,2020-02-13 22:27:44.396000,False
14544_1581632864480,Hammersmith Broadway,inbound,2020-02-13 22:37:35,2020-02-13 22:27:44.480000,False
14510_1581632864480,Hammersmith Broadway,inbound,2020-02-13 22:50:07,2020-02-13 22:27:44.480000,False
15012_1581632864553,Hammersmith Bus Station,inbound,2020-02-13 22:28:26,2020-02-13 22:27:44.553000,False
14544_1581632864553,Hammersmith Bus Station,inbound,2020-02-13 22:40:13,2020-02-13 22:27:44.553000,False
14510_1581632864553,Hammersmith Bus Station,inbound,2020-02-13 22:53:23,2020-02-13 22:27:44.553000,False
15448_1581632864616,Hammersmith Bus Station,outbound,2020-02-13 22:45:20,2020-02-13 22:27:44.616000,False
15055_1581632864616,Hammersmith Bus Station,outbound,2020-02-13 22:34:20,2020-02-13 22:27:44.616000,False
15364_1581632864693,Haymarket / Jermyn Street,outbound,2020-02-13 22:43:24,2020-02-13 22:27:44.693000,False
15460_1581632864693,Haymarket / Jermyn Street,outbound,2020-02-13 22:53:20,2020-02-13 22:27:44.693000,False
15448_1581632864760,Holland Road,outbound,2020-02-13 22:49:34,2020-02-13 22:27:44.760000,False
15055_1581632864760,Holland Road,outbound,2020-02-13 22:38:34,2020-02-13 22:27:44.760000,False
15448_1581632864833,Kensington Olympia Station,outbound,2020-02-13 22:48:24,2020-02-13 22:27:44.833000,False
15055_1581632864833,Kensington Olympia Station,outbound,2020-02-13 22:37:24,2020-02-13 22:27:44.833000,False
14544_1581632864918,Kensington Olympia Station,inbound,2020-02-13 22:33:20,2020-02-13 22:27:44.918000,False
14510_1581632864918,Kensington Olympia Station,inbound,2020-02-13 22:43:47,2020-02-13 22:27:44.918000,False
15364_1581632864975,Knightsbridge Station  / Harrods,outbound,2020-02-13 22:28:03,2020-02-13 22:27:44.975000,False
15460_1581632864975,Knightsbridge Station  / Harrods,outbound,2020-02-13 22:37:22,2020-02-13 22:27:44.975000,False
15055_1581632864975,Knightsbridge Station  / Harrods,outbound,2020-02-13 22:50:13,2020-02-13 22:27:44.975000,False
15448_1581632865022,Latymer Court,outbound,2020-02-13 22:46:12,2020-02-13 22:27:45.022000,False
15055_1581632865022,Latymer Court,outbound,2020-02-13 22:35:12,2020-02-13 22:27:45.022000,False
14544_1581632865099,Latymer Court,inbound,2020-02-13 22:37:21,2020-02-13 22:27:45.099000,False
14510_1581632865099,Latymer Court,inbound,2020-02-13 22:49:23,2020-02-13 22:27:45.099000,False
14544_1581632865166,North End Road,inbound,2020-02-13 22:34:47,2020-02-13 22:27:45.166000,False
14510_1581632865166,North End Road,inbound,2020-02-13 22:45:40,2020-02-13 22:27:45.166000,False
15448_1581632865224,North End Road,outbound,2020-02-13 22:47:40,2020-02-13 22:27:45.224000,False
15055_1581632865224,North End Road,outbound,2020-02-13 22:36:40,2020-02-13 22:27:45.224000,False
14576_1581632865293,Old Bond Street / Royal Academy,inbound,2020-02-13 22:42:00,2020-02-13 22:27:45.293000,False
14523_1581632865293,Old Bond Street / Royal Academy,inbound,2020-02-13 22:48:04,2020-02-13 22:27:45.293000,False
15457_1581632865293,Old Bond Street / Royal Academy,inbound,2020-02-13 22:51:16,2020-02-13 22:27:45.293000,False
15364_1581632865365,Old Park Lane / Hard Rock Cafe,outbound,2020-02-13 22:32:21,2020-02-13 22:27:45.365000,False
15460_1581632865365,Old Park Lane / Hard Rock Cafe,outbound,2020-02-13 22:44:56,2020-02-13 22:27:45.365000,False
15055_1581632865365,Old Park Lane / Hard Rock Cafe,outbound,2020-02-13 22:54:33,2020-02-13 22:27:45.365000,False
15460_1581632865428,Palace Gate,outbound,2020-02-13 22:31:26,2020-02-13 22:27:45.428000,False
15055_1581632865428,Palace Gate,outbound,2020-02-13 22:44:28,2020-02-13 22:27:45.428000,False
15448_1581632865428,Palace Gate,outbound,2020-02-13 22:55:11,2020-02-13 22:27:45.428000,False
14510_1581632865521,Palace Gate,inbound,2020-02-13 22:40:54,2020-02-13 22:27:45.521000,False
14576_1581632865521,Palace Gate,inbound,2020-02-13 22:56:59,2020-02-13 22:27:45.521000,False
14544_1581632865588,Phillimore Gardens,inbound,2020-02-13 22:30:20,2020-02-13 22:27:45.588000,False
