vehicle_id,bus_stop_name,direction,expected_arrival,timestamp,arrived
14462_490000093PB_2020-02-17_0,Green Park Station,1,2020-02-17 22:25:50,2020-02-17 22:24:07.254000,False
14876_490000093PB_2020-02-17_0,Green Park Station,1,2020-02-17 22:30:48,2020-02-17 22:24:07.254000,False
15446_490000093PB_2020-02-17_0,Green Park Station,1,2020-02-17 22:43:29,2020-02-17 22:24:07.254000,False
15457_490000093PB_2020-02-17_0,Green Park Station,0,2020-02-17 22:29:42,2020-02-17 22:24:07.332000,False
14576_490000093PB_2020-02-17_0,Green Park Station,0,2020-02-17 22:41:27,2020-02-17 22:24:07.332000,False
14468_490000093PB_2020-02-17_0,Green Park Station,0,2020-02-17 22:51:48,2020-02-17 22:24:07.332000,False
15446_490000110B_2020-02-17_0,High Street Kensington Station,1,2020-02-17 22:30:11,2020-02-17 22:24:07.434000,False
15448_490000110B_2020-02-17_0,High Street Kensington Station,0,2020-02-17 22:34:04,2020-02-17 22:24:07.535000,False
15457_490000110B_2020-02-17_0,High Street Kensington Station,0,2020-02-17 22:44:48,2020-02-17 22:24:07.535000,False
15448_490000119M_2020-02-17_0,Hyde Park Corner Station,0,2020-02-17 22:24:50,2020-02-17 22:24:07.609000,False
15457_490000119M_2020-02-17_0,Hyde Park Corner Station,0,2020-02-17 22:34:11,2020-02-17 22:24:07.609000,False
14576_490000119M_2020-02-17_0,Hyde Park Corner Station,0,2020-02-17 22:44:37,2020-02-17 22:24:07.609000,False
14876_490000119M_2020-02-17_0,Hyde Park Corner Station,1,2020-02-17 22:27:04,2020-02-17 22:24:07.705000,False
15446_490000119M_2020-02-17_0,Hyde Park Corner Station,1,2020-02-17 22:40:07,2020-02-17 22:24:07.705000,False
15448_490000130KE_2020-02-17_0,Knightsbridge Station  / Harrods,0,2020-02-17 22:26:40,2020-02-17 22:24:07.832000,False
15457_490000130KE_2020-02-17_0,Knightsbridge Station  / Harrods,0,2020-02-17 22:37:20,2020-02-17 22:24:07.832000,False
14576_490000130KE_2020-02-17_0,Knightsbridge Station  / Harrods,0,2020-02-17 22:47:20,2020-02-17 22:24:07.832000,False
14876_490000179B_2020-02-17_0,Piccadilly Circus,1,2020-02-17 22:31:06,2020-02-17 22:24:07.910000,False
14462_490000179B_2020-02-17_0,Piccadilly Circus,1,2020-02-17 22:28:10,2020-02-17 22:24:07.910000,False
15446_490000179B_2020-02-17_0,Piccadilly Circus,1,2020-02-17 22:46:09,2020-02-17 22:24:07.910000,False
15457_490000179B_2020-02-17_0,Piccadilly Circus,0,2020-02-17 22:27:55,2020-02-17 22:24:08.012000,False
14576_490000179B_2020-02-17_0,Piccadilly Circus,0,2020-02-17 22:38:34,2020-02-17 22:24:08.012000,False
14468_490000179B_2020-02-17_0,Piccadilly Circus,0,2020-02-17 22:48:50,2020-02-17 22:24:08.012000,False
15446_490003106E_2020-02-17_0,Warwick Gardens,1,2020-02-17 22:28:07,2020-02-17 22:24:08.144000,False
15447_490003106E_2020-02-17_0,Warwick Gardens,0,2020-02-17 22:25:19,2020-02-17 22:24:08.219000,False
15448_490003106E_2020-02-17_0,Warwick Gardens,0,2020-02-17 22:37:29,2020-02-17 22:24:08.219000,False
15457_490003106E_2020-02-17_0,Warwick Gardens,0,2020-02-17 22:47:46,2020-02-17 22:24:08.219000,False
14576_490003112J_2020-02-17_0,Bedford Street,0,2020-02-17 22:31:50,2020-02-17 22:24:08.330000,False
14468_490003112J_2020-02-17_0,Bedford Street,0,2020-02-17 22:42:27,2020-02-17 22:24:08.330000,False
14462_490003112J_2020-02-17_0,Bedford Street,0,2020-02-17 22:52:27,2020-02-17 22:24:08.330000,False
14576_490003193R_2020-02-17_0,Aldwych / Somerset House,0,2020-02-17 22:29:20,2020-02-17 22:24:08.425000,False
14468_490003193R_2020-02-17_0,Aldwych / Somerset House,0,2020-02-17 22:39:39,2020-02-17 22:24:08.425000,False
14462_490003193R_2020-02-17_0,Aldwych / Somerset House,0,2020-02-17 22:49:39,2020-02-17 22:24:08.425000,False
15453_490004455BA_2020-02-17_0,Brook Green,0,2020-02-17 22:23:12,2020-02-17 22:23:30,False
15447_490004455BA_2020-02-17_0,Brook Green,0,2020-02-17 22:29:23,2020-02-17 22:24:08.535000,False
15448_490004455BA_2020-02-17_0,Brook Green,0,2020-02-17 22:40:33,2020-02-17 22:24:08.535000,False
15457_490004455BA_2020-02-17_0,Brook Green,0,2020-02-17 22:50:14,2020-02-17 22:24:08.535000,False
15446_490004455BA_2020-02-17_0,Brook Green,1,2020-02-17 22:24:59,2020-02-17 22:24:08.622000,False
15447_490005528X_2020-02-17_0,The Design Museum,0,2020-02-17 22:24:10,2020-02-17 22:24:08.707000,False
15448_490005528X_2020-02-17_0,The Design Museum,0,2020-02-17 22:36:44,2020-02-17 22:24:08.707000,False
15457_490005528X_2020-02-17_0,The Design Museum,0,2020-02-17 22:47:02,2020-02-17 22:24:08.707000,False
15446_490005528X_2020-02-17_0,The Design Museum,1,2020-02-17 22:28:41,2020-02-17 22:24:08.797000,False
15448_490006691W_2020-02-17_0,Exhibition Road,0,2020-02-17 22:29:08,2020-02-17 22:24:08.908000,False
15457_490006691W_2020-02-17_0,Exhibition Road,0,2020-02-17 22:39:45,2020-02-17 22:24:08.908000,False
14576_490006691W_2020-02-17_0,Exhibition Road,0,2020-02-17 22:49:45,2020-02-17 22:24:08.908000,False
15457_490007492E_2020-02-17_0,Green Park / Constitution Hill,0,2020-02-17 22:32:11,2020-02-17 22:24:09.034000,False
14576_490007492E_2020-02-17_0,Green Park / Constitution Hill,0,2020-02-17 22:42:25,2020-02-17 22:24:09.034000,False
14468_490007492E_2020-02-17_0,Green Park / Constitution Hill,0,2020-02-17 22:52:47,2020-02-17 22:24:09.034000,False
15453_490007704QA_2020-02-17_0,Hammersmith Broadway,0,2020-02-17 22:25:01,2020-02-17 22:24:09.144000,False
15447_490007704QA_2020-02-17_0,Hammersmith Broadway,0,2020-02-17 22:30:17,2020-02-17 22:24:09.144000,False
15448_490007704QA_2020-02-17_0,Hammersmith Broadway,0,2020-02-17 22:41:42,2020-02-17 22:24:09.144000,False
15457_490007704QA_2020-02-17_0,Hammersmith Broadway,0,2020-02-17 22:51:36,2020-02-17 22:24:09.144000,False
15453_490007705F_2020-02-17_0,Hammersmith Bus Station,0,2020-02-17 22:26:00,2020-02-17 22:24:09.278000,False
15447_490007705F_2020-02-17_0,Hammersmith Bus Station,0,2020-02-17 22:34:30,2020-02-17 22:24:09.278000,False
15448_490007705F_2020-02-17_0,Hammersmith Bus Station,0,2020-02-17 22:43:14,2020-02-17 22:24:09.278000,False
15446_490007705F_2020-02-17_0,Hammersmith Bus Station,1,2020-02-17 22:23:10,2020-02-17 22:23:31,False
14876_490007960R_2020-02-17_0,Haymarket / Jermyn Street,1,2020-02-17 22:34:02,2020-02-17 22:24:09.517000,False
14462_490007960R_2020-02-17_0,Haymarket / Jermyn Street,1,2020-02-17 22:30:40,2020-02-17 22:24:09.517000,False
15446_490007960R_2020-02-17_0,Haymarket / Jermyn Street,1,2020-02-17 22:48:17,2020-02-17 22:24:09.517000,False
15446_490008287E_2020-02-17_0,Holland Road,1,2020-02-17 22:27:27,2020-02-17 22:24:09.658000,False
15446_490008652A_2020-02-17_0,Kensington Olympia Station,1,2020-02-17 22:26:49,2020-02-17 22:24:09.815000,False
15447_490008652A_2020-02-17_0,Kensington Olympia Station,0,2020-02-17 22:26:35,2020-02-17 22:24:09.910000,False
15448_490008652A_2020-02-17_0,Kensington Olympia Station,0,2020-02-17 22:37:45,2020-02-17 22:24:09.910000,False
15457_490008652A_2020-02-17_0,Kensington Olympia Station,0,2020-02-17 22:48:50,2020-02-17 22:24:09.910000,False
14876_490000130KE_2020-02-17_0,Knightsbridge Station  / Harrods,1,2020-02-17 22:24:12,2020-02-17 22:24:10.012000,False
15446_490000130KE_2020-02-17_0,Knightsbridge Station  / Harrods,1,2020-02-17 22:37:29,2020-02-17 22:24:10.012000,False
15446_490008990J_2020-02-17_0,Latymer Court,1,2020-02-17 22:24:44,2020-02-17 22:24:10.144000,False
15453_490008990J_2020-02-17_0,Latymer Court,0,2020-02-17 22:23:34,2020-02-17 22:23:31,False
15447_490008990J_2020-02-17_0,Latymer Court,0,2020-02-17 22:28:46,2020-02-17 22:24:10.236000,False
15448_490008990J_2020-02-17_0,Latymer Court,0,2020-02-17 22:40:42,2020-02-17 22:24:10.236000,False
15457_490008990J_2020-02-17_0,Latymer Court,0,2020-02-17 22:50:33,2020-02-17 22:24:10.236000,False
15447_490010357B_2020-02-17_0,North End Road,0,2020-02-17 22:27:49,2020-02-17 22:24:10.377000,False
15448_490010357B_2020-02-17_0,North End Road,0,2020-02-17 22:38:53,2020-02-17 22:24:10.377000,False
15457_490010357B_2020-02-17_0,North End Road,0,2020-02-17 22:49:26,2020-02-17 22:24:10.377000,False
15446_490010357B_2020-02-17_0,North End Road,1,2020-02-17 22:25:35,2020-02-17 22:24:10.487000,False
15457_490010526G_2020-02-17_0,Old Bond Street / Royal Academy,0,2020-02-17 22:28:28,2020-02-17 22:24:10.597000,False
14576_490010526G_2020-02-17_0,Old Bond Street / Royal Academy,0,2020-02-17 22:39:40,2020-02-17 22:24:10.597000,False
14468_490010526G_2020-02-17_0,Old Bond Street / Royal Academy,0,2020-02-17 22:50:04,2020-02-17 22:24:10.597000,False
14462_490010574C_2020-02-17_0,Old Park Lane / Hard Rock Cafe,1,2020-02-17 22:23:50,2020-02-17 22:23:32,False
14876_490010574C_2020-02-17_0,Old Park Lane / Hard Rock Cafe,1,2020-02-17 22:27:59,2020-02-17 22:24:10.715000,False
15446_490010574C_2020-02-17_0,Old Park Lane / Hard Rock Cafe,1,2020-02-17 22:41:10,2020-02-17 22:24:10.715000,False
15446_490010728E_2020-02-17_0,Palace Gate,1,2020-02-17 22:32:47,2020-02-17 22:24:10.816000,False
15448_490010728E_2020-02-17_0,Palace Gate,0,2020-02-17 22:31:32,2020-02-17 22:24:10.908000,False
15457_490010728E_2020-02-17_0,Palace Gate,0,2020-02-17 22:42:11,2020-02-17 22:24:10.908000,False
14576_490010728E_2020-02-17_0,Palace Gate,0,2020-02-17 22:52:37,2020-02-17 22:24:10.908000,False
15447_490010984T_2020-02-17_0,Phillimore Gardens,0,2020-02-17 22:23:11,2020-02-17 22:23:32,False
15448_490010984T_2020-02-17_0,Phillimore Gardens,0,2020-02-17 22:36:08,2020-02-17 22:24:11.017000,False
15457_490010984T_2020-02-17_0,Phillimore Gardens,0,2020-02-17 22:45:57,2020-02-17 22:24:11.017000,False
15446_490010984T_2020-02-17_0,Phillimore Gardens,1,2020-02-17 22:29:25,2020-02-17 22:24:11.190000,False
15446_490011198E_2020-02-17_0,Prince Of Wales Gate,1,2020-02-17 22:35:46,2020-02-17 22:24:11.332000,False
15448_490011198E_2020-02-17_0,Prince Of Wales Gate,0,2020-02-17 22:28:22,2020-02-17 22:24:11.450000,False
15457_490011198E_2020-02-17_0,Prince Of Wales Gate,0,2020-02-17 22:38:55,2020-02-17 22:24:11.450000,False
14576_490011198E_2020-02-17_0,Prince Of Wales Gate,0,2020-02-17 22:48:55,2020-02-17 22:24:11.450000,False
15446_490011334E1_2020-02-17_0,Queen's Gate,1,2020-02-17 22:33:25,2020-02-17 22:24:11.582000,False
15457_490011515Z_2020-02-17_0,Regent Street / St James's,0,2020-02-17 22:26:29,2020-02-17 22:24:11.689000,False
14576_490011515Z_2020-02-17_0,Regent Street / St James's,0,2020-02-17 22:37:06,2020-02-17 22:24:11.689000,False
14468_490011515Z_2020-02-17_0,Regent Street / St James's,0,2020-02-17 22:47:34,2020-02-17 22:24:11.689000,False
14462_490010526G_2020-02-17_0,Old Bond Street / Royal Academy,1,2020-02-17 22:27:18,2020-02-17 22:24:11.783000,False
14876_490010526G_2020-02-17_0,Old Bond Street / Royal Academy,1,2020-02-17 22:32:37,2020-02-17 22:24:11.783000,False
15446_490010526G_2020-02-17_0,Old Bond Street / Royal Academy,1,2020-02-17 22:45:03,2020-02-17 22:24:11.783000,False
15446_490011750E_2020-02-17_0,Royal Albert Hall,1,2020-02-17 22:34:21,2020-02-17 22:24:11.893000,False
15448_490011750E_2020-02-17_0,Royal Albert Hall,0,2020-02-17 22:31:48,2020-02-17 22:24:11.988000,False
15457_490011750E_2020-02-17_0,Royal Albert Hall,0,2020-02-17 22:41:30,2020-02-17 22:24:11.988000,False
14576_490011750E_2020-02-17_0,Royal Albert Hall,0,2020-02-17 22:51:44,2020-02-17 22:24:11.988000,False
15446_490011761M_2020-02-17_0,Kensington Palace,1,2020-02-17 22:32:02,2020-02-17 22:24:12.090000,False
15448_490011761M_2020-02-17_0,Kensington Palace,0,2020-02-17 22:33:42,2020-02-17 22:24:12.191000,False
15457_490011761M_2020-02-17_0,Kensington Palace,0,2020-02-17 22:43:23,2020-02-17 22:24:12.191000,False
14876_490011822E_2020-02-17_0,Rutland Gardens,1,2020-02-17 22:23:35,2020-02-17 22:23:33,False
15446_490011822E_2020-02-17_0,Rutland Gardens,1,2020-02-17 22:36:31,2020-02-17 22:24:12.283000,False
15448_490011822W_2020-02-17_0,Knightsbridge Barracks,0,2020-02-17 22:27:25,2020-02-17 22:24:12.377000,False
15457_490011822W_2020-02-17_0,Knightsbridge Barracks,0,2020-02-17 22:38:02,2020-02-17 22:24:12.377000,False
14576_490011822W_2020-02-17_0,Knightsbridge Barracks,0,2020-02-17 22:48:02,2020-02-17 22:24:12.377000,False
14576_490011938U_2020-02-17_0,Savoy Street,0,2020-02-17 22:31:02,2020-02-17 22:24:12.471000,False
14468_490011938U_2020-02-17_0,Savoy Street,0,2020-02-17 22:41:27,2020-02-17 22:24:12.471000,False
14462_490011938U_2020-02-17_0,Savoy Street,0,2020-02-17 22:51:27,2020-02-17 22:24:12.471000,False
14468_490012247A_2020-02-17_0,Southampton Street / Covent Garden,1,2020-02-17 22:23:12,2020-02-17 22:23:33,False
14462_490012247A_2020-02-17_0,Southampton Street / Covent Garden,1,2020-02-17 22:34:31,2020-02-17 22:24:12.598000,False
14876_490012247A_2020-02-17_0,Southampton Street / Covent Garden,1,2020-02-17 22:39:13,2020-02-17 22:24:12.598000,False
14462_490013766E_2020-02-17_0,Charing Cross Stn / Trafalgar Square,1,2020-02-17 22:33:21,2020-02-17 22:24:12.668000,False
14876_490013766E_2020-02-17_0,Charing Cross Stn / Trafalgar Square,1,2020-02-17 22:37:11,2020-02-17 22:24:12.668000,False
15446_490013766E_2020-02-17_0,Charing Cross Stn / Trafalgar Square,1,2020-02-17 22:51:47,2020-02-17 22:24:12.668000,False
14576_490013766H_2020-02-17_0,Charing Cross Station,0,2020-02-17 22:32:51,2020-02-17 22:24:12.769000,False
14468_490013766H_2020-02-17_0,Charing Cross Station,0,2020-02-17 22:43:48,2020-02-17 22:24:12.769000,False
14462_490013767B_2020-02-17_0,Trafalgar Square,1,2020-02-17 22:32:11,2020-02-17 22:24:12.876000,False
14876_490013767B_2020-02-17_0,Trafalgar Square,1,2020-02-17 22:35:45,2020-02-17 22:24:12.876000,False
15446_490013767B_2020-02-17_0,Trafalgar Square,1,2020-02-17 22:50:21,2020-02-17 22:24:12.876000,False
15457_490013767B_2020-02-17_0,Trafalgar Square,0,2020-02-17 22:24:08,2020-02-17 22:24:12.955000,False
14576_490013767B_2020-02-17_0,Trafalgar Square,0,2020-02-17 22:35:04,2020-02-17 22:24:12.955000,False
14468_490013767B_2020-02-17_0,Trafalgar Square,0,2020-02-17 22:45:27,2020-02-17 22:24:12.955000,False
14468_490019703E_2020-02-17_0,Aldwych / Drury Lane,1,2020-02-17 22:25:57,2020-02-17 22:24:13.050000,False
14462_490019703E_2020-02-17_0,Aldwych / Drury Lane,1,2020-02-17 22:36:57,2020-02-17 22:24:13.050000,False
14876_490019703E_2020-02-17_0,Aldwych / Drury Lane,1,2020-02-17 22:40:38,2020-02-17 22:24:13.050000,False
14576_490011761M_2020-02-17_0,Kensington Palace,0,2020-02-17 22:53:51,2020-02-17 22:24:12.191000,False
14462_490013766H_2020-02-17_0,Charing Cross Station,0,2020-02-17 22:53:48,2020-02-17 22:24:12.769000,False
